"USHENISH SOUTH UIST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5764/5,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,0.41,2.70,4.50,7.10,3.95,5.16,6.88,3.88,5.29,1.60,,
February,0.46,3.64,1.97,5.58,5.95,3.39,5.78,3.74,9.97,4.40,,
March,0.62,4.70,2.62,2.65,4.03,3.74,3.52,1.29,5.47,1.47,,
April,0.24,0.00,3.85,5.20,3.10,1.68,1.12,6.73,2.30,1.86,,
May,0.42,2.25,3.03,3.05,1.18,2.82,1.22,2.98,3.35,0.26,,
June,0.18,3.05,3.93,3.85,3.15,1.31,1.48,2.27,1.79,1.83,,
July,0.09,3.97,5.22,0.55,1.35,2.09,1.44,1.69,1.07,3.24,,
August,0.57,8.44,2.99,3.70,1.66,4.45,5.22,4.44,4.89,1.85,,
September,1.58,7.88,2.15,7.30,5.36,4.03,4.97,5.87,1.50,5.81,,
October,4.71,3.88,8.62,5.15,2.18,3.89,3.50,6.44,4.14,5.39,,
November,1.59,6.66,6.05,3.55,4.44,2.95,5.81,3.15,2.64,10.39,,
December,1.38,5.60,7.00,8.05,3.60,4.15,8.34,5.95,4.56,3.98,,
Total,12.25,52.77,51.93,55.73,39.95,39.66,49.28,48.43,46.97,42.08,,
Calc annual,12.25,52.77,51.93,55.73,39.95,39.66,49.28,48.43,46.97,42.08,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
