"GREENSIDE MINES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3679,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,4.25,,,,
February,,,,,,,,1.50,,,,
March,,,,,,,,1.25,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,1.74,,,,,
November,,,,,,,6.25,,,,,
December,,,,,,,3.75,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,11.74,7.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
