"MANCHESTER ASHFIELD HOUSE PLYMOUTH GROVE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,3.36,2.06,2.59,,
February,,,,,,,,2.92,2.48,4.25,,
March,,,,,,,,1.31,3.84,1.20,,
April,,,,,,,,4.36,1.54,2.23,,
May,,,,,,,,2.24,1.07,3.29,,
June,,,,,,,,1.79,0.44,1.38,,
July,,,,,,,,3.84,0.48,1.32,,
August,,,,,,,,1.49,2.58,2.36,,
September,,,,,,,,3.69,1.77,5.67,,
October,,,,,,,,3.87,4.66,3.05,,
November,,,,,,,,1.01,2.85,3.98,,
December,,,,,,,,4.55,8.04,3.70,,
Total,,,,,,,,34.43,31.81,35.02,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.43,31.81,35.02,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
