"ROSS THE GRAIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.34,0.75,2.41,3.51,1.62,3.51,3.91,4.37,3.19,6.16,,
February,0.70,3.25,0.47,0.73,1.08,2.44,2.18,1.78,1.36,3.15,,
March,2.05,2.26,3.69,1.14,2.80,0.95,2.36,4.12,1.62,1.56,,
April,1.24,0.62,2.50,1.45,1.03,0.65,1.94,2.46,2.21,0.90,,
May,2.37,1.42,4.40,0.88,0.71,2.80,0.86,2.94,1.63,4.43,,
June,5.63,2.02,2.85,4.68,1.24,1.44,2.54,0.94,0.33,0.95,,
July,1.85,4.78,1.56,0.50,0.75,2.44,0.90,3.68,0.41,0.54,,
August,4.14,1.09,1.44,2.70,0.75,3.23,3.48,1.92,4.27,0.91,,
September,2.29,1.85,4.29,2.53,2.69,0.07,5.91,1.84,4.42,5.85,,
October,1.84,2.03,3.45,4.27,2.24,4.98,2.21,2.89,1.76,1.98,,
November,2.70,3.00,0.82,2.11,2.17,3.90,1.25,1.24,1.84,1.78,,
December,4.86,2.87,1.70,0.76,2.10,2.16,1.63,0.92,6.01,5.04,,
Total,33.01,25.94,29.58,25.26,19.18,28.57,29.17,29.10,29.05,33.25,,
Calc annual,33.01,25.94,29.58,25.26,19.18,28.57,29.17,29.10,29.05,33.25,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
