"BASINGSTOKE THE VAPRE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,4.02,3.65,4.39,3.27,,
February,,,,,,,4.24,2.41,1.94,3.06,,
March,,,,,,,2.36,2.94,1.57,1.26,,
April,,,,,,,2.56,2.52,1.40,1.03,,
May,,,,,,2.94,1.65,1.84,0.80,3.82,,
June,,,,,,2.28,2.69,1.61,0.51,1.57,,
July,,,,,,1.70,1.63,3.77,1.61,0.78,,
August,,,,,,3.78,1.95,1.53,3.82,1.07,,
September,,,,,,0.16,5.47,2.59,3.88,3.91,,
October,,,,,,6.39,2.03,2.88,3.24,2.33,,
November,,,,,,3.48,1.62,0.30,1.75,2.19,,
December,,,,,,2.46,2.41,1.95,5.77,3.74,,
Total,,,,,,,32.63,27.99,30.68,28.03,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.19,32.63,27.99,30.68,28.03,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
