"STAINES KNOWLE GREEN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,3.16,3.01,4.27,2.57,,
February,,,,,,,4.05,1.84,0.73,2.54,,
March,,,,,,,1.83,1.67,2.18,1.08,,
April,,,,,,,2.01,1.87,1.98,1.44,,
May,,,,,,,1.65,1.52,0.92,3.90,,
June,,,,,,,3.50,1.78,0.42,0.89,,
July,,,,,,,3.02,3.74,2.68,1.22,,
August,,,,,,,2.40,2.38,2.46,1.42,,
September,,,,,,,3.81,2.44,2.32,4.02,,
October,,,,,,,1.50,1.66,3.18,2.20,,
November,,,,,,,1.58,1.86,1.18,2.74,,
December,,,,,,,2.96,1.94,5.54,2.36,,
Total,,,,,,,31.47,25.71,27.86,26.38,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,31.47,25.71,27.86,26.38,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
