"AUSKERRY ORKNEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5825,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,,4.70,2.80,,
February,,,,,,,,,4.40,3.30,,
March,,,,,,,,1.10,3.20,1.90,,
April,,,,,,,,0.49,2.20,1.20,,
May,,,,,,,,,1.20,0.70,,
June,,,,,,,,0.09,1.90,0.60,,
July,,,,,,,,0.10,1.50,1.30,,
August,,,,,,,,2.40,5.90,1.30,,
September,,,,,,,,4.90,1.10,4.70,,
October,,,,,,,,4.20,4.30,1.40,,
November,,,,,,,,0.70,1.30,4.30,,
December,,,,,,,,2.40,3.90,2.70,,
Total,,,,,,,,,35.60,26.20,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,35.60,26.20,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
