"LIMERICK REBOGUE ENGINE STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,4.33,3.31,2.45,4.60,5.19,2.16,3.22,4.49,,
February,,,1.81,1.54,1.63,3.92,3.50,3.56,2.16,3.07,,
March,,,3.42,3.67,2.76,3.33,2.92,2.38,3.19,3.08,,
April,,,3.27,1.80,1.14,1.32,1.47,3.64,2.34,3.35,,
May,,,4.91,2.01,1.61,4.27,1.65,3.07,2.29,3.97,,
June,,,2.96,2.51,2.93,1.20,4.14,2.30,1.63,1.11,,
July,,9.08,3.58,0.78,0.85,5.06,2.20,2.20,1.10,1.51,,
August,,7.28,2.47,4.44,1.49,4.52,3.98,3.67,6.53,1.62,,
September,,7.98,2.00,3.94,3.98,0.48,4.42,2.50,2.30,5.41,,
October,,3.28,4.83,4.90,1.73,4.81,1.92,5.50,4.68,2.37,,
November,,3.28,2.56,6.33,4.85,4.63,2.23,0.85,2.37,4.00,,
December,,2.41,3.06,3.56,1.98,3.05,5.40,1.88,6.17,4.63,,
Total,,,39.20,38.79,27.40,41.19,39.02,33.71,37.98,38.61,,
Calc annual,0.00,33.31,39.20,38.79,27.40,41.19,39.02,33.71,37.98,38.61,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
