"SALCOMBE HILL HOUSE, SIDMOUTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,2.93,,2.44,4.91,6.09,,,,,
February,,,1.09,,2.05,3.51,3.80,,,,,
March,,3.00,,,2.88,1.82,2.89,,,,,
April,,0.36,,,1.10,1.07,2.42,,,,,
May,,1.14,,,1.30,2.88,2.09,,,,,
June,,2.31,,,0.94,1.72,,,,,,
July,,4.07,,,0.66,3.71,,,,,,
August,,0.86,,,0.81,3.87,,,,,,
September,,2.85,,,2.57,0.02,,,,,,
October,,1.79,,,1.98,6.09,,,,,,
November,,4.42,,2.43,3.10,4.69,,,,,,
December,,2.01,,2.12,3.72,4.39,,,,,,
Total,,,,,23.55,38.68,,,,,,
Calc annual,0.00,22.81,4.02,4.55,23.55,38.68,17.29,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,,
