"VICARS LODGE DUBLIN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,2.91,,2.26,1.96,,,,,,,,
February,0.72,,0.96,0.26,,,,,,,,
March,1.74,,3.00,1.21,,,,,,,,
April,2.55,,4.01,0.80,,,,,,,,
May,2.80,,2.40,0.68,,,,,,,,
June,3.13,,2.40,1.91,,,,,,,,
July,3.85,,2.13,0.74,,,,,,,,
August,3.81,,1.85,2.78,,,,,,,,
September,1.74,,1.18,1.91,,,,,,,,
October,1.84,,1.63,5.43,,,,,,,,
November,2.54,,1.18,1.77,,,,,,,,
December,1.39,,1.63,1.29,,,,,,,,
Total,29.02,,24.63,20.74,,,,,,,,
Calc annual,29.02,0.00,24.63,20.74,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
