"BUCKLEBURY PLACE",,,,,,,,,,,,
Grid ref,SU563682,Long,-1.191909,Lat,51.410036,,,,,,,
Station no,799,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.94,1.74,0.72,1.41,,,,,,,,
February,5.11,0.75,1.68,2.24,,,,,,,,
March,3.56,2.29,0.38,2.57,,,,,,,,
April,2.75,1.51,2.63,0.27,,,,,,,,
May,3.17,3.04,1.91,2.43,,,,,,,,
June,0.51,1.85,2.06,3.47,,,,,,,,
July,1.04,0.42,3.17,2.73,,,,,,,,
August,3.88,2.85,2.28,3.09,,,,,,,,
September,3.28,1.89,2.06,2.02,,,,,,,,
October,0.82,4.39,2.95,2.29,,,,,,,,
November,6.77,2.95,1.31,,,,,,,,,
December,2.29,2.41,0.72,,,,,,,,,
Total,36.12,26.09,21.87,,,,,,,,,
Calc annual,36.12,26.09,21.87,22.52,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
