DUNKELD INVERBRAAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 016 421,Long,-3.601164,Lat,56.560457,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,4.8,2,1.94,1.92,0.3,3.11,8.05,6.51,3.24,4.53,3.54,1.67,2.46,9.23,2.39,3,1.91,12.74,3.72,1.95,3.07,0.86,6.4,5.7,5.12,1.92,6.41,4.17,0.96,5.52,1.5,,
February,,,,,,,,2.14,1.31,5.35,5.26,4.41,4.12,7.73,6.47,5.66,1.49,2.3,0.19,1.3,1.44,0.32,1.56,5.09,10.49,1.04,1.08,2.72,2.08,5.2,4.93,1.6,1.86,7.24,4.64,1.96,2.7,1.35,,
March,,,,,,,,1.65,0.61,3.04,3.29,2.65,3.36,3.87,4.9,1.88,3.94,1.45,4.57,1.59,2.89,2.65,1,0.95,2.67,1.99,2.75,8.26,0.47,8.36,2.51,2.77,1.36,9.29,3.05,5.5,1.49,2.52,,
April,,,,,,,,3.64,2.22,2.64,4,0.9,2.83,1.73,1.2,3.29,2.17,1.89,1.5,4.41,1.62,2.26,0.5,1.34,1.8,2.07,0.47,3.82,5.54,3.6,1.62,2.94,2.74,1.81,3.91,2.23,0.74,2.49,,
May,,,,,,,,2.59,4.27,2.48,1.02,2.81,2.31,1.84,2.89,5.05,3.07,0.42,4.98,3.2,2.41,2.41,2.84,1.19,3.44,0.59,0.77,2.5,1.92,4.11,3.96,3.16,1.93,2.26,2.68,2.06,6.52,4.36,,
June,,,,,,,,4.41,2.72,4.52,1.74,3.68,3.27,3.18,0.39,0.68,1.13,0.5,3.49,0.56,3.46,0.67,3.74,2.29,2.9,2.54,2.83,6.15,1.73,3.07,3.92,2.86,2.82,2.65,2.17,1.6,1.23,4.42,,
July,,,,,,,,2.82,0.55,3.71,3.67,2.83,5.97,5.06,5.64,0.79,4.42,2.08,5.46,3.67,3.83,3.08,1.59,3.35,3.92,3.65,4.17,1.06,0.2,2.78,3.61,1.02,2.83,6.47,2.23,1.3,1.78,2.3,,
August,,,,,,2.77,1.53,5.8,4.47,5.25,1.28,3.31,2.37,3.83,2.23,3.77,1.22,3.22,2.49,5.77,2.36,6.57,4.88,4.39,6.22,5.84,2.13,5.61,2.89,1.5,5.97,5.55,3.04,5,5.64,4.34,4.86,3.51,,
September,,,,2.02,,4.7,2.76,2.38,3.44,3.25,2.53,3.72,3.48,3.63,2.66,5.56,4.09,3.76,0.24,0.77,3.39,2.81,2.29,1.39,0.14,1.67,5.03,1.51,4.09,4,1.79,4.51,3.15,2.32,4.44,1.49,1.51,1.1,,
October,,,,,,,4.33,6.77,4.26,0.74,0.5,4.83,5.25,3.41,3.17,2.4,4.08,0.69,3.51,4.49,2.18,6.46,2.95,3.15,4.51,1.95,4.64,3.11,3.49,2.07,4.15,3.17,2.8,8.53,1.03,2.76,5.98,4.79,,
November,,,,,,,,5.61,1.78,1.22,4.1,9.49,5.05,3.9,2.96,2.74,3.62,2.42,8.3,0.95,6.39,4.58,4.76,2.09,5.2,6.31,0.63,3.08,5.51,7.94,5.5,1.55,6.34,1.77,0.71,6.38,4.9,3,,
December,,,,,,,,3.46,2,2.41,2.45,3.44,4.99,2.19,4.51,2.7,2.61,2.27,4.04,3.19,1.29,5.61,0.97,3.54,5.52,5.39,7.26,4.88,6.69,7.49,8.68,6,6.97,4.52,3.4,3.13,2.05,4.74,,
Total,,,,,,,,46.07,29.63,36.55,31.76,42.37,46.11,48.42,43.53,37.76,36.37,24.54,40.44,32.36,40.49,39.81,30.08,30.68,59.55,36.76,33.71,45.77,35.47,56.52,52.34,40.25,37.76,58.27,38.07,33.71,39.28,36.08,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"split into two as different observer and altitude, unable to improve Location",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
