"CIRENCESTER (GWYNFA) (SOMERFORD ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2203,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.31,3.83,5.61,2.07,2.63,2.88,2.26,5.09,1.19,0.71,,
February,3.51,0.84,1.12,0.87,2.63,2.63,1.21,1.49,1.56,6.55,,
March,2.86,2.56,1.01,0.33,1.05,1.14,7.19,1.32,1.79,1.56,,
April,1.21,1.35,0.86,1.89,1.26,2.11,2.62,2.30,1.71,2.67,,
May,1.58,4.24,3.35,0.90,2.52,3.85,1.55,4.70,2.83,2.78,,
June,1.76,0.22,2.12,2.24,3.62,3.36,1.97,2.68,0.58,1.74,,
July,3.58,2.64,1.55,2.20,1.41,1.34,2.56,0.91,1.50,3.75,,
August,4.55,4.84,2.75,3.33,2.48,6.90,0.42,3.56,1.50,4.75,,
September,0.64,1.74,1.93,3.43,1.97,3.91,1.77,2.54,1.46,5.05,,
October,2.41,3.63,2.43,4.06,3.37,0.46,0.43,3.49,6.56,0.86,,
November,2.42,1.70,1.75,5.59,0.26,5.73,1.83,1.75,2.94,6.00,,
December,2.01,3.83,1.53,1.98,4.67,2.27,2.03,4.44,1.42,1.84,,
Total,29.84,31.42,26.01,28.89,27.87,36.58,25.84,34.27,25.04,38.26,,
Calc annual,29.84,31.42,26.01,28.89,27.87,36.58,25.84,34.27,25.04,38.26,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,,
