"CIRENCESTER CHESTERTON GROVE",,,,,,,,,,,,
Grid ref,SP022009,Long,-1.969562,Lat,51.706834,,,,,,,
Station no,2203,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.12,2.21,0.77,1.69,2.63,3.56,3.47,3.03,4.38,4.94,,
February,4.03,0.63,1.56,3.07,1.70,0.21,3.95,4.19,0.15,2.93,,
March,3.91,3.19,1.41,3.12,1.67,0.52,2.75,1.60,2.74,1.64,,
April,3.02,2.05,2.69,0.45,1.01,2.96,0.37,0.79,3.20,1.29,,
May,2.92,2.68,2.61,1.76,4.90,0.63,1.72,2.33,1.04,1.91,,
June,1.30,1.92,1.51,5.58,3.66,2.03,1.20,3.52,1.66,3.23,,
July,1.94,0.19,3.24,2.68,0.16,2.27,3.49,3.12,2.11,4.29,,
August,5.31,3.60,4.03,3.63,0.60,4.36,3.38,2.87,2.07,3.05,,
September,3.27,1.43,3.01,3.88,0.75,3.93,4.60,4.96,0.28,4.14,,
October,1.02,4.65,2.45,3.80,1.51,1.39,2.06,2.40,2.11,5.13,,
November,6.75,3.81,1.98,5.96,2.93,0.79,1.62,3.08,2.78,5.36,,
December,2.63,2.88,0.98,2.55,3.95,3.76,2.64,3.50,6.23,3.74,,
Total,40.22,29.24,26.24,38.17,25.47,26.41,31.25,35.39,28.75,41.65,,
Calc annual,40.22,29.24,26.24,38.17,25.47,26.41,31.25,35.39,28.75,41.65,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,,
