Rainfall at,KINNAIRD HEAD
,
Station no,5660,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,0.92,1.68,2.35,3.08,2.37,1.11,,1.24,3.13,2.03,1.08,
February,0.91,0.48,2.49,3.85,1.73,1.99,,1.86,0.66,2.35,0.94,
March,2.51,1.42,0.70,1.30,1.64,2.60,,1.54,1.32,0.26,0.81,
April,1.97,0.73,2.83,-999.00,0.62,1.14,,3.01,2.54,2.10,2.64,
May,2.52,1.57,0.93,5.46,3.52,1.69,,2.69,1.43,1.42,1.41,
June,0.68,0.64,0.90,1.08,0.77,0.47,,3.50,3.23,2.15,2.22,
July,1.67,1.62,3.46,0.18,2.56,0.65,,1.23,1.03,1.75,1.05,
August,1.13,1.88,2.10,3.94,2.16,0.55,,1.49,2.21,3.12,6.23,
September,1.96,1.32,2.52,1.90,3.91,4.41,,6.38,2.58,1.50,4.16,
October,0.81,1.85,1.04,2.59,1.41,3.10,,4.57,2.02,2.81,4.26,
November,1.52,1.63,3.09,4.25,3.41,1.69,,3.71,3.66,3.02,5.28,
December,1.38,2.26,1.74,3.25,1.22,2.82,,1.21,2.79,4.56,3.17,
Total,17.98,17.08,24.15,31.50,25.32,22.22,,32.43,26.60,27.07,33.25,
Calc annual,17.98,17.08,24.15,30.88,25.32,22.22,0.00,32.43,26.60,27.07,33.25,
Difference,0.00,0.00,0.00,0.62,0.00,-0.00,NaN,0.00,0.00,0.00,-0.00,
