"EARLSTOWN (NEWTON CEMETERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2823,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.85,4.16,3.48,1.88,2.74,1.80,3.23,3.23,7.14,2.07,4.49,
February,2.81,0.22,3.04,3.70,0.76,5.24,2.79,1.49,2.54,0.96,0.19,
March,3.13,2.11,1.91,1.70,1.75,1.28,1.12,3.17,1.64,1.39,2.91,
April,4.27,1.05,2.35,2.74,1.23,1.46,1.08,1.70,0.62,0.50,2.21,
May,5.21,2.24,1.36,2.89,5.06,3.24,3.16,1.44,1.18,1.98,1.03,
June,3.14,0.39,1.63,0.40,2.49,0.00,1.50,4.27,5.87,1.30,1.29,
July,7.00,1.15,4.12,3.10,4.18,2.71,3.53,2.49,3.66,2.79,5.13,
August,2.39,4.32,3.27,3.36,6.32,3.85,4.50,5.44,4.81,3.50,5.61,
September,3.06,0.89,3.70,3.48,3.81,4.14,3.39,5.73,1.25,2.07,2.82,
October,1.22,2.78,0.10,3.89,4.03,4.26,3.76,2.84,4.41,5.25,4.85,
November,1.12,2.59,2.48,4.38,1.30,2.87,5.09,4.02,5.35,6.49,4.78,
December,2.60,3.83,4.96,4.98,3.28,2.68,1.08,1.68,2.69,5.87,3.78,
Total,39.80,25.73,32.40,36.50,36.95,33.53,34.23,37.50,41.16,34.17,39.09,
Calc annual,39.80,25.73,32.40,36.50,36.95,33.53,34.23,37.50,41.16,34.17,39.09,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
