"HORSELL, THE VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2264,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.14,2.42,2.72,1.47,2.34,1.69,2.91,1.56,,1.24,3.20,
February,0.34,0.36,2.28,3.41,0.44,3.09,2.01,3.84,,0.45,0.79,
March,1.50,1.11,2.00,2.86,1.00,0.65,0.39,2.31,,0.01,1.39,
April,3.44,0.76,2.75,2.22,3.17,2.06,3.00,1.45,,0.77,1.65,
May,0.79,1.35,0.81,2.41,3.14,1.88,1.70,0.88,,1.66,2.31,
June,1.29,0.11,1.10,0.29,3.28,,2.93,2.63,,1.25,1.81,
July,5.16,0.22,2.71,1.61,4.15,3.47,1.71,1.93,2.00,1.05,1.55,
August,1.50,0.59,2.30,1.40,2.90,3.33,0.61,2.74,1.83,1.71,2.36,
September,2.13,1.19,1.63,1.48,2.94,2.75,1.85,4.28,1.03,0.28,2.67,
October,1.58,0.84,0.89,6.07,3.51,3.14,2.22,0.85,4.05,2.71,0.83,
November,0.95,1.90,1.33,1.65,2.39,1.08,4.06,2.24,1.47,5.48,4.18,
December,2.09,1.31,3.34,2.31,3.35,2.76,0.28,2.58,2.16,5.33,1.95,
Total,22.91,12.16,23.86,27.18,32.61,25.90,23.67,27.29,,21.94,24.69,
Calc annual,22.91,12.16,23.86,27.18,32.61,25.90,23.67,27.29,12.54,21.94,24.69,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,NaN,0.00,0.00,
