"POTTON ISLAND",,,,,,,,,,,,
Grid ref,TQ955897,Long,0.819730,Lat,51.572263,,,,,,,
Station no,RR4030,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.28,1.61,1.03,1.53,2.29,3.60,1.41,2.56,1.75,1.71,,
February,4.01,1.03,1.18,1.88,1.62,0.37,2.48,2.21,0.11,1.07,,
March,2.09,3.23,0.23,2.10,1.00,0.69,0.90,0.84,1.04,1.15,,
April,2.45,0.79,1.91,0.31,0.22,1.34,0.10,1.27,1.70,0.65,,
May,2.12,1.21,1.40,1.73,3.94,0.82,1.57,2.23,0.77,1.92,,
June,1.09,1.73,1.89,2.69,2.69,2.01,0.86,4.42,1.22,2.49,,
July,2.88,0.69,3.11,2.19,1.11,3.19,3.87,2.43,1.16,1.94,,
August,2.36,3.02,1.55,3.85,2.68,3.58,2.34,3.87,0.76,3.89,,
September,3.76,3.72,2.10,1.25,2.06,1.57,2.88,4.75,0.13,4.25,,
October,1.13,1.71,1.72,1.44,3.86,0.95,1.52,2.67,2.12,5.80,,
November,2.85,4.85,1.19,3.20,0.43,0.54,2.23,1.45,2.83,3.05,,
December,1.23,2.29,0.55,1.12,1.60,2.19,1.73,3.63,2.61,2.27,,
Total,27.25,25.88,17.86,23.29,23.50,20.85,21.89,32.33,16.20,30.19,,
Calc annual,27.25,25.88,17.86,23.29,23.50,20.85,21.89,32.33,16.20,30.19,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
