LAMBAY ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO3101450940,Long,-6.026472,Lat,53.492361,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,0.26,1.13,0.67,3.74,0.92,3.56,4.32,0.94,1.34,1.18,1.56,1.94,2.36,4.04,2.5,2.11,1.51,3.36,2.03,3.37,1.7,2.75,1.71,3.26,2.1,1.66,1.2,2.14,1.41,3.63,2.92,2.19,4.24,3.88
February,,,,,,,1.38,1.39,0.8,0.48,2.99,1.76,2.55,0.62,2.06,2.58,2.56,1.7,2.15,1.3,1.03,0.62,1.75,5.82,0.36,3.49,2.17,2.08,2.02,3.87,1.24,1.13,0.18,2.57,0.04,2.88,1.99,3.8,0.23,1.98,2.92
March,,,,,,,1.02,1.37,2.38,3.33,0.88,1.52,2.46,1.64,2.06,0.58,2.47,1.57,1.01,1.84,2.32,2.18,1.15,1.22,0.82,0.45,0.69,3.11,3.63,0.68,3.87,2.37,1.42,1.64,1.66,0.72,1.74,3.69,0.66,2.41,1.65
April,,,,,,,1.26,2.36,1.47,3.29,1.62,1.68,0.95,2.43,1.09,1.31,1.26,0.94,1.47,1.1,2.69,0.45,3.3,3.05,2.05,2,1.24,0.98,1.26,0.82,0.98,1.87,1.92,0.92,1.34,2.14,1.69,2.17,0.03,1.43,2.28
May,,,,,,,2.73,2.5,1.11,1.12,1.95,1.12,1.06,2.48,1.68,1.28,5.71,3.27,2.26,1.25,3.5,2.54,0.9,1.52,2.72,3.87,1.74,1.08,1.35,1.57,1.88,3.33,4.38,1.81,1.54,0.82,1.71,1.52,1.55,0.38,0.84
June,,,,,,,2.02,2.61,1.14,2.04,4.96,2.43,3.07,1.3,1.17,2.08,2.12,0.93,1.48,2.62,2.35,0.11,0.89,1.07,3.15,0.44,2.24,2.68,4.16,1.56,1.22,4.7,0.52,1.29,1.25,3.44,3.61,1.52,2.9,2.06,0.68
July,,,,,,,1.11,1.61,2.57,3.18,2.78,2.1,2.96,0.73,1.82,5.07,2.18,2.14,2.81,0.58,5.32,3.51,3.37,2.81,3.98,3.11,2.49,3.63,1.35,2,3.59,2.74,3.57,1.5,0.63,0.65,4.83,2.87,4.53,3.73,3.91
August,,,,,,,2.47,2.05,2.06,1.05,4.75,2.24,6.34,0.37,3.94,2.4,2.08,7.24,1.79,2,2.47,3.03,4.05,5,4.47,1.81,2.53,3.73,3.16,4.03,5.1,2.7,2.24,0.57,2.5,2.39,1.22,1.94,1.63,2.04,0.2
September,,,,,,,0.53,0.48,2.86,1.73,1.54,1.01,0.23,5.61,1.01,0.81,2.16,1.28,4.09,1.81,1.3,1.25,2.2,1.91,6.4,2.07,1.56,2.86,0.65,0.31,6.87,3.91,1.52,1.02,3.28,3.88,2.51,2.06,1.46,3.84,2.11
October,,,,,,,3.72,3.85,2.06,3.73,1.44,3.47,1.99,3.76,1.87,4.32,5.3,2.86,2.29,1.8,4.84,2.43,1.09,2.3,1.68,2.73,3.21,3.27,2.8,2.6,3.71,1.43,2.37,2.3,2.26,2.02,0.82,3.33,4.84,2.66,5.36
November,,,,,,,1.8,2.04,1.03,0.92,3.06,2.89,1.27,2.13,2.58,2.85,4.12,1.25,2.13,2.04,1.62,3.22,0.38,1.63,2.71,2.06,3.4,3.18,3.7,4.06,2.73,5.45,0.95,1.05,1.77,4.36,2.4,1.81,2.96,3.44,4.31
December,,,,,,,1.98,2.07,2.54,4.02,5.67,4.54,1.39,1.52,6.01,4.62,2.98,1.88,3.01,4.11,2.52,1.96,2.33,1.89,4.4,1.35,0.51,2.26,3.46,5.79,3.27,0.87,3.37,1.6,6.77,1.59,2.13,1.92,2.82,2.59,2.13
Total,,,,,,,,22.59,21.15,25.56,35.38,25.68,27.83,26.91,26.23,29.24,34.12,26.62,26.43,22.81,34,23.8,23.52,29.73,36.1,25.41,25.15,30.56,30.29,29,37.72,32.6,24.1,17.47,25.18,26.3,28.28,29.55,25.8,30.8,30.27
