"GREYWELL PUMPING STATION",,,,,,,,,,,,
Grid ref,SU724514,Long,-0.963870,Lat,51.257176,,,,,,,
Station no,754,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.28,2.31,0.81,1.57,2.98,3.82,1.62,2.91,3.22,3.24,,
February,5.55,0.70,1.55,2.73,1.36,0.21,3.03,2.48,0.27,2.88,,
March,4.57,2.20,0.57,2.21,0.96,0.62,1.39,1.19,3.26,1.39,,
April,2.78,1.51,2.31,0.28,0.33,1.05,0.27,0.67,2.50,0.65,,
May,2.84,2.83,2.22,2.78,4.36,0.27,1.17,1.85,1.02,1.49,,
June,1.10,1.61,1.95,2.58,2.84,1.77,0.80,3.24,1.17,1.39,,
July,1.74,0.66,2.87,2.18,2.14,4.17,3.60,1.80,2.62,2.83,,
August,4.55,3.35,1.73,3.28,0.74,3.26,2.20,4.35,1.97,4.92,,
September,3.50,3.58,1.99,2.39,1.86,4.07,2.88,3.60,0.07,3.30,,
October,0.93,3.82,3.72,2.29,4.61,2.73,2.18,2.54,2.42,8.49,,
November,7.35,3.45,0.90,5.63,2.19,0.84,2.94,2.35,2.69,4.46,,
December,2.59,2.25,0.65,3.09,2.70,4.18,2.53,2.59,5.27,4.49,,
Total,41.78,28.27,21.27,31.01,27.07,26.99,24.61,29.57,26.48,39.53,,
Calc annual,41.78,28.27,21.27,31.01,27.07,26.99,24.61,29.57,26.48,39.53,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
