GREYWELL-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU724514,Long,-0.96387,Lat,51.257176,Elevation,263,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.3,0.81,0.83,3.07,2.94,2.44,2.26,4.44,,,,,1.84,3.93,1.41,4.87,1.57,3.2,1.77,1.65,0.61,4.51,5.37,2.52,5.05,2.44,1.99,3.28,6.22,2.2,1.9,,2.31,5.48,0.83,0.66,4.28,2.31,0.81,1.57,2.98,3.82,1.62,2.91,3.22,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.12,2.98,0.42,0.89,1.62,0.34,0.33,3.21,,,,,4.05,1.9,0.53,0.81,1.49,0.21,4.83,0.09,2.95,2.38,3.97,0.33,1.25,2.42,2.4,0.5,1.12,0.93,1.53,,1.46,1.2,1.38,5.14,5.55,0.7,1.55,2.73,1.36,0.21,3.03,2.48,0.27,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.64,3.13,1.28,0.58,3.02,1.22,0.94,1.99,,,,,3.29,2.32,0.09,1.15,0.31,1.48,2.95,2.35,0.75,1.75,3.44,0.13,1.02,2.99,3.37,1.86,0.42,0.23,0.62,1.03,5.25,1,1.31,1.18,4.57,2.2,0.57,2.21,0.96,0.62,1.39,1.19,3.26,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.92,0.53,1.09,2.68,1.79,2.71,0.69,3.66,,,,,2.07,1.16,0.88,2.08,2.89,2.7,1.01,1.7,3.38,1.8,1.96,0.04,2.06,1.19,1.44,2.56,1.02,1.15,1.02,,2.29,2.08,2.11,2.81,2.78,1.51,2.31,0.28,0.33,1.05,0.27,0.67,2.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.84,1.34,2.34,1.02,0.12,0.7,1.05,0.98,,,,,1.67,1.37,1.75,1.56,3.39,5,1.98,0.59,0.87,0.63,3.78,1.14,1.05,1,1.91,3.46,2.93,0.28,1.72,,1.28,3.63,2.94,1.32,2.84,2.83,2.22,2.78,4.36,0.27,1.17,1.85,1.02,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.02,1.93,2.22,0.97,0.91,2.04,0.15,1.19,,,,,2.8,2.43,1.55,0.44,1.49,1.14,1.91,1.1,3.24,4.15,1.54,0.67,1.23,0.79,2.08,0.5,0.9,2.61,2.36,2.69,1.35,2.46,0.88,1.21,1.1,1.61,1.95,2.58,2.84,1.77,0.8,3.24,1.17,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.6,0.49,5.54,4.89,1.44,4.86,0.3,4,,,,,3.26,1.57,1.94,1.64,3.13,1.81,1.63,2.41,1.14,3.63,1.03,2.04,3.87,2.57,4.68,1.34,1.7,2.03,3.41,1.88,1.55,0.95,0.5,4.77,1.74,0.66,2.87,2.18,2.14,4.17,3.6,1.8,2.62,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.46,4.31,3.98,1.13,2.87,1.41,1.76,2.96,,,,,2.77,2.71,1.2,4.12,3.62,1.78,0.53,2.22,3.22,0.99,1.55,1.21,1.75,0.09,4.4,1.89,2.21,1.09,1.11,3.89,0.57,3.4,1.63,4.22,4.55,3.35,1.73,3.28,0.74,3.26,2.2,4.35,1.97,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.63,1.49,1.66,4.71,2.28,1.2,1.44,1.11,,,,,5.08,1.4,0.38,3.24,1.61,2.57,5.05,1.3,3.94,2.87,1.75,0.98,0.71,1.98,0.17,1.46,1.16,2.01,2.14,4.4,0.95,2.24,1.37,3.03,3.5,3.58,1.99,2.39,1.86,4.07,2.88,3.6,0.07,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.74,3.86,3.35,1.18,0.75,3.4,0.95,2.39,,,,,1.63,5.01,4.47,1.53,0.59,4.29,1.41,1.23,5.34,2.01,3.45,2.71,5.74,3.88,1.59,2.48,3.56,3.69,3.73,1,0.47,2.14,7.26,0.38,0.93,3.82,3.72,2.29,4.61,2.73,2.18,2.54,2.42,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,1.86,3.32,0.35,2.2,1.43,1.21,1.98,1.27,,,,,3.58,2.33,8.84,5.44,3.24,1.4,0.45,2.23,5.22,2.98,1.48,3.61,6.05,6.02,2.79,2.16,2.28,3.39,0.13,,1.42,1.37,2.91,6,7.35,3.45,0.9,5.63,2.19,0.84,2.94,2.35,2.69,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,6.52,2.49,0.88,1.83,4.23,1.9,1.83,4.07,,,,,2.95,2.26,8.15,2.92,0.58,0.66,0.49,6.02,3.22,2.18,3.48,3.49,1.4,1.52,2.07,3.69,1.76,2.29,2.99,,2.4,5.31,1.62,1.59,2.59,2.25,0.65,3.09,2.7,4.18,2.53,2.59,5.27,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,32.65,26.68,23.94,25.15,23.4,23.43,13.68,31.27,,,,,34.99,28.39,31.19,29.8,23.91,26.24,24.01,22.89,33.88,29.88,32.8,18.87,31.18,26.89,28.89,25.18,25.28,21.9,22.66,,21.3,31.26,24.74,32.31,41.78,28.27,21.27,31.01,27.07,26.99,24.61,29.57,26.48,39.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 Jan Feb Apr May Nov Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
