"KINGSTON SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ179700,Long,-0.305935,Lat,51.416766,,,,,,,
Station no,155/7,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.13,0.96,0.73,2.46,2.91,0.61,3.85,0.82,1.91,0.92,,
February,3.79,1.16,0.75,1.11,2.64,0.80,1.67,1.30,1.26,0.28,,
March,1.07,2.13,1.88,2.54,1.39,4.03,1.15,0.85,2.74,2.82,,
April,0.88,2.12,0.66,1.95,0.95,1.68,0.49,3.45,2.65,1.77,,
May,1.15,0.46,2.45,2.14,2.41,1.03,1.26,1.73,1.60,1.77,,
June,2.62,1.45,4.52,6.78,0.97,4.84,2.71,2.27,3.24,4.20,,
July,1.15,2.52,1.13,5.16,1.80,1.07,0.90,1.13,2.72,4.18,,
August,3.32,2.10,3.20,4.39,1.96,2.85,1.21,2.42,3.54,1.72,,
September,0.64,1.38,2.50,3.38,1.41,1.67,2.97,0.51,1.65,2.35,,
October,1.74,1.92,1.52,5.53,1.81,1.36,4.37,3.99,2.12,3.61,,
November,1.89,0.36,1.74,1.84,1.57,3.39,4.19,2.24,0.65,0.98,,
December,2.56,3.33,1.38,1.63,2.39,0.60,2.22,3.56,1.59,2.87,,
Total,23.94,19.89,22.41,38.91,22.21,23.93,26.99,24.27,25.67,27.47,,
Calc annual,23.94,19.89,22.46,38.91,22.21,23.93,26.99,24.27,25.67,27.47,,
Difference,0.00,0.00,-0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
