CRAWFORD (CAMPS RES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS997226,Long,-3.588817,Lat,55.486877,Elevation,969,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,4.2,5.5,7.4,6.6,11.51,1.39,9.63,4.21,8.47,7.03,7.51,2.07,4.75,9.54,7.34,4.82,1.79,1.27,4.27,6.41,4.73,3.05,5.64,6.61,7.35,5.23,2.72,4.31,4.93,1.61,4.52,3.16,2.65,6.09,4.14,2.22,3.76
February,,,,,0.7,5.1,4.6,2.4,4.38,1.67,0.32,3.25,0.35,2.88,0.26,4.57,3.25,3.91,2.72,6.53,1.53,5.21,1.62,4.72,1.57,5.78,2.48,1.02,4.66,4.25,4.83,3.49,1.27,1.53,2.45,1.04,1.37,3.3,3.29,1.42,4.85
March,,,,,0.6,2,1.9,4.42,6.48,0.68,2.26,1.02,3.11,2.97,3.13,1.63,2.04,1.31,3.59,4.52,4.78,2.37,2.29,1.5,0.59,3,2.67,3.26,4.35,1.64,5.42,2.52,2.12,0.76,2.85,1.64,2.58,3.62,1.44,3.36,2.09
April,,,,,3.4,5.7,3,3.71,1.53,1.8,2.39,2.95,3.56,1.7,4.54,4.29,1.36,1.93,0.58,1.7,3.14,1.74,2.54,2.56,2.39,2.01,1.15,8.49,3.94,4.33,4.18,3.59,2.36,3.23,1,1.71,1.2,1.98,1.7,3.84,4.42
May,,,,,4.9,6,3.95,2.63,2.15,4.27,2.14,3.56,3.02,3.93,3.9,0.97,0.95,1.82,4.18,0.66,1.05,4.52,3.62,4.71,2.34,5.58,0.9,4.26,1.81,1.96,1.81,2.6,2.32,2.46,6.09,3.01,2.18,3.19,3.09,1.3,2.68
June,,,,,1.9,0.3,4.22,4.62,5.27,2.31,3.48,6.45,1.82,2.36,2.23,3.87,3.78,2.3,5.93,2.9,1.24,1.62,1.24,3.95,3.98,3.97,3.42,3.93,6.67,1.28,3.28,2.13,2.56,2.17,3.5,1.72,3.76,1.64,3.12,3.26,2.49
July,,,,,4.4,2.1,4.29,4.54,3.23,3.99,5.13,4.03,4.75,4.23,2.67,1.23,4.89,4.45,5.38,5.41,6.36,3.42,3.11,2.47,3.08,3.61,4.31,3.7,3.02,1.65,4.5,2.21,2.77,6.3,3.86,3.55,4.68,3.55,6.75,5.01,3.59
August,,,,,4.5,3.1,3.85,7.32,6.92,6.3,8.33,2.86,1.09,2.27,5.36,2.47,1.66,3.51,3.33,1.38,1.9,5.06,5.67,4.87,3.09,2.26,3.61,0.05,6.68,3.4,5.72,6.34,3.34,3.86,5.1,1.86,8.05,4.69,4.87,1.12,3.93
September,,,,,5.4,3.8,3.95,8.21,4.05,0.85,4.28,1.12,5.14,2.28,5.23,5.26,3.16,2.35,3.83,2.02,4.6,2.14,5.02,4.17,4.84,7.92,6.84,4.58,5.67,2.48,11.38,4,2.74,5.03,6.57,4.5,4.46,3.24,5.09,1.31,3
October,,,,,3.3,5.9,4.8,6.7,8.53,6.57,8.57,4.01,7,4.31,6.57,6.87,5.08,5.54,8.08,2.67,4.59,3.74,5.64,8.86,4.5,4.8,0.71,1.99,3.41,6.56,4.08,0.76,4.96,3.97,10.04,3.67,3.63,4.22,3.45,6.54,2.89
November,,,,,2.4,2.5,6.56,5.26,6.29,7.59,6.73,8.86,3.81,2.14,1.78,5.76,4.01,0.59,10.31,8.05,5.91,4.72,1.68,2.27,8.41,0.34,7.76,7.6,3.33,4.57,4.61,7.48,3.75,5.84,8.59,2.28,1.82,2.23,1.37,8.7,8.08
December,,,,,8,3.8,1.81,1.39,3.67,13.07,5.05,4.22,10.61,0.72,8.26,2.39,6.1,3.17,4.14,2.01,5.08,2.61,7.95,2.65,6.18,3.91,4.31,3.06,7.99,8.29,1.74,6.91,4.11,4.58,5.37,4.94,5.72,4.5,4.72,7.1,4.62
Total,,,,,43.7,45.8,50.33,57.8,64.01,50.49,58.31,46.54,52.73,36.82,51.44,41.38,41.03,40.42,59.41,42.67,41.97,38.42,44.65,49.14,45.7,46.23,43.8,48.55,58.88,45.64,54.27,46.34,37.23,41.34,59.94,33.08,42.1,42.25,43.03,45.18,46.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
