"FAREHAM ROCHE COURT",,,,,,,,,,,,
Grid ref,SU580082,Long,-1.177113,Lat,50.870400,,,,,,,
Station no,687,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,4.14,,
April,,,,,,,,,,1.42,,
May,,,,,,,,,,1.91,,
June,,,,,,,,,,4.97,,
July,,,,,,,,,,2.77,,
August,,,,,,,,,,2.78,,
September,,,,,,,,,,3.71,,
October,,,,,,,,,,8.79,,
November,,,,,,,,,,0.55,,
December,,,,,,,,,,4.98,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.02,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
