BEACONSFIELD NORFOLK HOUSE SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8141,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.18,1.14,3.59,3.76,,,,,,,,
February,3.85,1.86,2.18,0.77,,,,,,,,
March,0.91,1.49,3.79,2.28,,,,,,,,
April,1.68,1.47,0.03,2.78,,,,,,,,
May,1.84,2.02,1.76,1.66,,,,,,,,
June,3.21,2.27,2.68,0.38,,,,,,,,
July,2.19,0.15,1.73,0.72,,,,,,,,
August,2.65,0.76,4.84,,,,,,,,,
September,0.31,1.51,2.75,,,,,,,,,
October,2.27,2.94,2.56,,,,,,,,,
November,3.02,3.29,2.18,,,,,,,,,
December,5.09,6.23,3.37,,,,,,,,,
Total,29.20,25.13,31.46,,,,,,,,,
Calc annual,29.20,25.13,31.46,12.35,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
