"GLASGOW (THE LINN PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5204/3,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.24,,4.79,4.35,7.76,1.40,3.87,
February,,,,,0.50,,3.19,2.14,3.57,1.78,0.18,
March,,,,,0.94,,1.80,3.11,2.55,0.56,1.36,
April,,,,,2.16,,2.38,2.29,1.18,1.63,0.61,
May,,,,,4.22,,2.78,2.05,2.11,2.98,1.13,
June,,,,,1.81,,2.26,3.86,4.66,2.72,2.58,
July,,,,,3.45,,3.54,4.33,2.36,2.74,3.90,
August,,,,,2.93,,2.47,5.67,3.34,4.86,4.36,
September,,,,,4.96,,2.90,6.30,3.03,1.06,3.09,
October,,,,,3.12,,5.09,5.62,5.67,4.99,2.49,
November,,,,,2.49,,5.49,4.22,4.70,5.79,2.57,
December,,,,,5.40,,1.27,1.16,3.58,6.54,1.74,
Total,,,,,35.22,,37.96,45.10,44.51,37.05,27.88,
Calc annual,0.00,0.00,0.00,0.00,35.22,0.00,37.96,45.10,44.51,37.05,27.88,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,0.00,0.00,0.00,0.00,0.00,
