"AUSTERFIELD (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SK661962,Long,-1.005961,Lat,53.458413,,,,,,,
Station no,3111/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.62,1.70,0.48,1.22,1.48,3.00,1.15,1.75,1.81,4.36,,
February,2.36,0.34,1.45,1.91,1.71,0.97,1.30,3.24,0.09,1.71,,
March,2.17,1.50,0.64,1.39,2.12,0.57,1.27,1.52,0.73,1.33,,
April,0.69,0.60,1.83,0.17,0.79,1.95,0.16,0.26,2.02,0.78,,
May,3.69,1.03,1.86,3.03,2.29,0.38,1.11,1.86,0.39,0.72,,
June,0.88,2.06,1.10,1.38,2.58,3.57,1.87,4.61,0.49,0.66,,
July,0.98,1.16,2.25,2.10,0.65,2.77,4.70,5.01,1.17,2.22,,
August,4.55,0.76,2.28,5.50,0.23,5.11,3.49,1.66,0.41,2.88,,
September,1.56,1.95,1.02,1.49,0.82,1.47,3.22,1.43,0.02,2.28,,
October,1.02,2.16,1.84,2.78,1.52,1.17,1.07,1.47,1.66,4.95,,
November,4.63,1.49,1.02,3.93,1.47,0.66,2.26,0.58,2.43,2.97,,
December,1.12,1.26,1.11,1.65,1.79,1.77,1.50,2.49,2.26,1.79,,
Total,25.27,16.01,16.88,26.55,17.45,23.39,23.10,25.88,13.48,26.65,,
Calc annual,25.27,16.01,16.88,26.55,17.45,23.39,23.10,25.88,13.48,26.65,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
