CLYDACH-MOUNTAIN-ASH-RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST029966,Long,-3.405181,Lat,51.659767,Elevation,930,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,7.85,8.14,,,,,,,4.14,10.83,6.83,2.51,2.48,4,14.41,9.82,5.65,4.11,13.18,12.31,3.82,13.33,5.17,5.17,3.49,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,9.77,1.77,,,,,,,12.15,12.39,0.04,1.89,6.7,4.28,6.98,11.99,2.57,3.87,8.23,9.14,1.89,7.15,4.5,4.69,0.96,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,3.12,10.08,,,,,,,0.8,8.79,6.81,9,9.01,2.12,3.39,1.31,5.6,3.83,13.51,6.34,13.25,5.96,4.52,7.36,6.66,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,5.1,4.61,,,,,,,0.29,4.34,4.56,1.86,7.21,4.11,7.76,3.07,8.33,3.51,2.87,5.35,6.35,1.69,4.75,4.4,4.78,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,4.84,6.65,,,,,,,6.1,5.37,1.12,0.1,2.43,5.29,5.55,4.48,1.99,3.22,5.01,4.83,0.39,5.91,4.86,4.81,2.28,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.6,0.62,,,,,,,1.52,4.96,1.15,2.7,3.82,3.78,1.8,5.04,3.87,4.07,1.98,2.61,7.15,3.74,9.32,1.59,4.43,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.88,4.11,,,,,,,8.01,6.3,7.86,2.77,3.46,1.23,1.35,3.37,1.72,2.45,4.05,1.43,1.94,1.76,4.02,6.74,3.54,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.77,5.54,4.69,,,,,,,6.12,5.55,8.25,2.98,8.92,8.52,3.07,8.21,4.93,4.8,2.2,6.14,8.8,5.24,6.69,10.48,3.2,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.38,9.79,5.49,,,,,,,4.94,3.46,2.33,12.47,7.2,3.33,4.28,3.99,5.19,3.98,8.3,5.04,5.9,2.42,2.08,5.69,5.29,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.39,6.77,11.05,,,,,,,8.53,9.99,4.8,8.3,3.86,10.12,7.09,11.09,4.9,7.77,21.98,4.17,5.5,13.74,9.81,5.93,14.73,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
