BARNSLEY - MS&LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE357067,Long,-1.463,Lat,53.556,Elevation,175,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,2.04,2.47,2.31,0.85,1.94,1.93,0.81,2.17,0.72,3.73,2,0.5,0.02,0.25,1.43,3.61,2.46,1.21,3.45,1.48,0.68,1.19,2.53,1.27,0.73,1.26,1.89,3.03,0.34,1.7,0.35,3.5,2.53,1.36,0.78,1.65,2.42,0.46,2.78,0.71,1.33,1.11,2.79,0.6,3.6,2.56,1.11,2.71,1.25,1.26,1.34,2.52,2.43,2.15,2.51,,,,,,,,
February,,,,,,,,,0.91,1.72,2.06,1.76,1.17,0.31,0.7,0.86,2.04,1.26,0.89,2.11,2.04,2.67,1.35,2.68,1.72,2.63,0.34,0.55,0.49,0.94,0.83,0.03,2.09,2.4,2.95,0.09,0.7,1.99,1.02,0.97,2.7,1,1.19,2.28,3.39,0.97,1.8,1.27,0.69,0.42,2.25,1.48,1.63,0.69,1.28,2.94,3.2,0.7,1.92,2.19,2.01,0.15,1.46,,,,,,,,
March,,,,,,,,,1.28,1.89,2.74,0.71,2.15,1.76,1.18,0.49,3.52,3.19,0.63,0.67,2.47,2.96,1.54,0.93,1.63,1.46,1.59,1.13,2.03,3.14,1.54,1.15,0.71,0.37,1,1.42,2.4,2.62,0.6,0.85,0.48,1.58,0.81,3.01,1.06,2.07,1.14,1.42,2.67,2.23,0.31,0.66,2.23,3.64,1.74,0.48,3.2,1.17,0.77,3.53,1.38,0.81,1.66,,,,,,,,
April,,,,,,,,2.64,1.66,1.95,0.64,2.56,4.21,0.38,1.49,0.54,1.84,3.27,1.46,2.84,1.5,0.9,2.68,3.23,1.63,1.55,1.78,0.42,1.67,2.87,0.6,1.56,1.17,0.53,2.51,1.83,0.91,2.31,2.65,2.12,0.71,1.28,2.28,1.29,1.34,1.85,0.57,1.41,1.67,1.63,1.87,0.51,0.31,2.9,0.51,0.55,0.49,1.27,0.84,1.2,3.16,0.66,3.21,,,,,,,,
May,,,,,,,,1.81,0.58,4.78,1.43,1.22,1.04,1.16,0.43,1.21,0.8,2.96,2.96,2.02,2.52,0.79,1,0.95,0.61,1.87,6.24,1.65,0.51,3.18,2.77,2.49,3.21,2.07,1.62,0.52,0.48,0.74,2.37,2.34,0.95,0.96,2.58,2.95,2.88,0.5,1.25,3.76,2.17,1.82,1.72,0.56,3.58,2.22,0.87,1.28,1.99,1.53,1.97,0.97,3.58,0.77,0.64,,,,,,,,
June,,,,,,,,1.92,0.57,0.9,1.24,4.75,5.14,0.81,0.16,3.4,2.95,1.71,2.03,3.93,3.9,1.35,2.91,3.34,0.75,2.51,0.82,0.18,1.75,0.25,2.17,2.69,3.38,1.25,2.58,1.83,4.44,2.19,1.23,1.83,2.58,0.74,1.81,1.39,0.86,2.41,1.83,2.66,1.19,3.75,3.19,2.9,3.9,0.44,1.57,0.98,1.35,1.9,1.04,0.86,2.48,0.34,1,,,,,,,,
July,,,,,,,,2.72,0.37,0.67,0.89,2.64,7.37,1.51,1.18,5.38,1.03,1.93,0.84,4.03,7.21,1.22,3.12,3.59,2.2,0.46,4.35,0.99,4.17,0.88,1.8,2,1.82,2.96,3.5,5.18,0.59,0.47,0.77,1.3,2.55,3.81,1.38,2.59,1.34,1.28,2.56,1.81,2.25,3.78,2.98,0.03,3.97,1.26,2.11,3.26,1.2,0.49,2.21,4.01,4.05,0.36,2.86,,,,,,,,
August,,,,,,,,3,2.85,1.42,1.43,3.08,3,1.54,1.8,3.81,1.87,3.67,5.76,4.05,1.66,3.02,1.63,1.16,1.36,0.96,1.43,1.34,1.58,3.45,2.64,3.06,2.36,2.03,2.04,1.71,1.37,1.87,2.73,1.33,5.28,0.81,2.9,2.91,3.38,3.5,1.27,1.38,1.86,1.53,3.02,0.99,5.36,1.03,1.16,2.48,1.63,3.38,1.45,2.24,0.91,4.26,5.43,,,,,,,,
September,,,,,,,,1.65,2.78,3.58,0.79,4.9,3.56,2.17,1.99,2.36,3.75,3.16,2.38,1.21,4.96,2.35,2.61,4.95,0.64,1.99,1.03,2.53,1.18,1.16,1.09,1.54,1.19,0.97,0.76,0.32,4.42,1.93,0.3,3.09,0.2,0.62,0.87,2.99,0.52,0.86,0.52,0.35,1.47,2.27,0.14,1.5,1.28,2.43,1.43,0.66,1.88,0.51,5.43,1.54,1.13,0.56,2.49,,,,,,,,
October,,,,,,,,1.37,2.32,1.26,6.71,1.64,4.8,1.36,2.11,5.13,2.1,2.75,2.05,1.07,5.86,2.45,4.68,3.27,1.19,5.41,3.72,2.29,0.89,3.46,0.7,3.29,4.84,1.52,3.94,2.89,2.67,0.86,2.09,2.14,2.55,1.18,2.3,5.66,0.24,1.55,5.11,3.93,0.81,1.64,1.94,2.1,2.44,2.57,1.83,1.04,3,2.72,0.93,2.84,1.71,1.31,0.72,,,,,,,,
November,,,,,,,,0.86,1.25,1.63,1.79,0.56,4.68,2.78,2.5,3.51,3.36,2.23,1.97,0.97,2.02,1.66,3.96,2.74,0.41,2.15,1.36,1.31,4.7,0.72,2.93,2.2,1.3,1.51,1.02,2.89,0.88,1.93,1.78,1.33,1.95,3.29,1.77,1.03,0.77,3.25,2.33,2.33,0.84,0.28,3.39,2.69,1.07,1.63,2.04,1.65,2.56,1.07,1.15,1.37,1.12,1.76,0.92,,,,,,,,
December,,,,,,,,1.16,6.67,3.46,2.38,0.86,3.22,0.19,1.49,0.77,5.06,2.12,1.27,1.68,3.99,2.69,2.24,0.51,2.13,0.58,4.34,1.49,1.85,1.3,0.41,3.91,0.43,2.89,1.68,2.04,2.39,2.3,2.08,2.07,2.69,4.1,1.89,0.93,1.07,0.38,1.18,3.31,0.91,4.04,3.72,3.99,2.91,1.29,4.67,5.11,2.12,1.09,2.84,3.08,2.59,2.72,2.98,,,,,,,,
Total,,,,,,,,,23.28,25.73,24.41,25.53,42.28,15.9,15.84,29.63,29.04,31.98,24.24,25.08,38.15,22.31,29.15,30.96,16.73,22.78,30.45,15.36,21.5,22.54,20.01,25.19,23.23,19.76,25.49,23.75,21.59,20.91,17.97,22.87,25.17,20.73,20.56,28.68,19.27,19.08,22.34,24.34,17.86,24.5,27.32,18.01,32.28,22.66,20.32,23.14,23.87,17.09,21.89,26.35,26.55,15.85,25.88,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1875 Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1874 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This MS&L Railway Company site seems likely to have been part of its Sheffield and South Yorkshire Navigation system of canals and waterways, which came under MS&LR control in 1864.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
