WINCHFIELD-ELVETHAM-PARK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref ,SU781564 ,Long ,-0.881112,Lat ,51.301376,Elevation ,217,ft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January ,,,,,,,,,0.72,0.97,2.76,2.49,0.52,1.42,2.88,2.49,0.43,2.65,0.82,3.76,3.27,1.5,0.97,2.71,3.52,0.77,4.51,0.84,1.57,0.89,2.26,1.28,3.86,4.01,0.85,4,1.09,1.26,3.69,3.8,3.09,2.67,3.54,1.78,,2.51,3.76,1.89,4.08,1.53,4.86,1.58,3,2.42,1.75,0.69,4.84,5.68,2.79,5.14,3.23,2.75,3.11,5.76,1.99,1.72,2.12,2.06,4.81,1.11,0.62,3.37,1.92,0.85,1.74,3.17,,1.8,,,
February ,,,,,,,,,1.03,2.08,1.03,0.13,1.57,3.39,1.7,0.21,0.45,2.94,1.49,2.98,5.85,2.01,1.03,1.56,3.64,0.8,2.05,1.48,1.2,0.31,3.63,1.51,2.03,1.07,4.07,4.33,5.56,0.89,1.27,2.49,0.68,0.35,2.65,4.45,,3.94,1.76,4.61,1.97,0.7,0.94,1.63,0.18,5.59,0.1,3.09,2.5,4.44,0.57,1.29,2.11,2.31,0.75,1.31,1.09,2.04,2.6,1.54,1.41,1.23,4.53,5.51,0.71,1.28,2.34,1.57,,3.09,,,
March ,,,,,,,,,3.33,2.31,1.33,2.9,1.21,0.52,1.48,1.23,4.06,4.31,1.35,0.88,1.16,2.09,2.03,4.17,1.4,4.18,1.66,0.96,3.3,4.1,1.21,2,3.43,2.77,4.2,0.96,4.71,2,0.84,4.44,1.71,1.25,2.3,2.19,,0.46,0.51,2.99,2.25,0.04,1.3,0.23,1.66,4.01,2.39,0.38,2.26,4.25,0.2,1.31,2.84,3.61,1.78,0.41,0.21,0.54,1.01,5.01,0.84,1.47,0.93,3.98,2.52,0.2,2.27,0.83,,1.31,,,
April ,,,,,,,,,1.79,2.3,2.36,0.78,0.89,0.02,1.56,1.51,0.78,1.14,1.52,2.83,1.23,2.1,1.15,2.03,1.46,2,0.77,4.5,3.98,1.72,2.33,1.56,0.04,2.83,1.18,1.21,0.95,1.77,3.59,2.4,3.57,0.79,3.07,3.15,,2.11,3.14,1.57,2.01,0.89,2.42,3.48,3.58,1.18,1.37,3.29,1.97,2.11,0.09,2.26,1.3,1.33,1.93,1.08,1.12,1.1,1.55,2.25,1.77,1.89,3.02,2.56,1.84,2.05,0.26,0.21,,0.3,,,
May ,,,,,,,,,1.51,2.89,2.88,3.68,0.81,0.6,1.67,0.26,0.29,0.97,3.04,1.34,1.51,0.55,3.05,3.22,3.02,0.54,2.46,1.71,1.94,1.4,2.15,3.85,1.74,2.11,1.15,3.87,1.96,1.1,1.44,0.17,1.06,1.5,1.22,2.42,,3.26,2.22,1.07,1.8,1.45,1.92,4.26,5.93,2.29,0.54,0.96,0.55,3.66,1.45,1.39,1.12,1.87,3,2.52,0.28,1.63,2.95,1.52,4.05,2.02,1.35,2.79,2.88,1.85,1.96,3.81,,1.56,,,
June ,,,,,,,,,2.4,0.81,2.28,1,1.67,0.54,2.27,0.3,3.19,2.13,1.57,1.42,2.3,1.6,3.42,5.59,0.95,4.53,2.26,2.38,0.98,4.84,2.54,1.75,4.71,0.48,0.98,0.95,1.92,3.18,0.92,0.95,1.38,0.37,1.41,0.46,,0,3.24,2.74,2,1.62,0.52,1.79,1.25,1.73,1.02,3.56,4.38,1.56,0.72,1.28,0.87,1.51,0.47,1.02,1.93,2.05,3.04,1.75,1.78,0.56,1.43,1.19,1.35,1.97,3.33,2.38,,0.64,,,
July ,,,,,,,,,4.31,1.92,4.33,3.14,2.08,2.42,3.74,4.59,1.23,1.17,0.55,0.41,0.63,1.68,1.2,3.18,2.16,0.94,0.5,1.67,1.68,2.87,2.55,0.29,1.67,0.77,2.84,4.47,1.18,5.45,5.28,1.96,5.66,0.52,4.63,1.06,,2.87,1.83,4.69,1.71,3.03,2.11,3.32,3.01,2.07,1.94,1.56,3.99,0.82,2.24,3.96,2.85,3.12,1.51,2.18,1.78,2.94,2.02,1.22,0.8,1.46,5.08,1.57,0.56,3.34,2.31,0.39,,3.59,,,
August ,,,,,,,,,2.67,1.92,2.17,3.31,3.87,2.14,2.24,1.58,3.33,3.19,1.19,1.01,2.98,2.64,3.29,3.11,2.19,2.83,1.17,2.61,3.4,2.01,2.64,0.52,6.61,0.99,1.75,2.2,3.95,5.25,1.25,2.8,1.52,2.01,3.11,3,,2.96,0.68,2.93,2.51,1.22,3.74,4.03,1.96,0.6,2.7,3.11,0.66,1.56,1.79,2.07,0.08,4.32,2.05,2.46,1.36,1.01,4.96,0.3,2.76,1.35,3.51,4.64,2.98,2.13,3.69,1.15,,1.75,,,
September ,,,,,,,,,1.27,1.05,0.55,1.96,2.28,1.41,1.96,1.06,5.53,2.14,0.93,2.16,0.91,1.27,0.81,2.34,1.55,2.4,0.92,0.74,1.58,3.14,0.62,1.22,3,2.06,1.09,2.84,1.89,1.86,5.83,2.11,1.67,1.38,1.64,1.76,,2.74,1.23,5.57,1.37,0.19,3.02,1.92,2.77,4.67,1.19,4.02,2.26,1.81,1.15,0.92,1.32,0.11,1.23,1.26,2.48,2.15,3.86,0.94,1.98,0.93,2.72,2.99,3.64,1.5,1.77,1.39,,2.76,,,
October ,,,,,,,,,2.23,4.14,0.87,7.16,3.64,3.63,3.74,2.88,3.11,1.09,3.8,3.02,2.32,3.81,1.88,7.85,1.69,1.85,5.55,5.54,2.44,5.49,3.77,2.71,2.95,4.62,1.95,3.87,4.09,3.92,1.5,0.79,3.01,1.41,1.12,5.86,,2.76,2.39,1.4,4.74,3.83,1.76,0.57,5.13,1.87,1.38,4.24,1.73,2.94,3.13,5.66,3.53,1.46,3.01,3.62,3.76,3.64,0.86,0.59,1.97,6.52,0.3,0.83,3.45,3.09,2.33,3.74,,2.09,,,
