"LINCOLN COTTESFORD PLACE",,,,,,,,,,,,
Grid ref,SK977720,Long,-0.537650,Lat,53.236054,,,,,,,
Station no,RR4171,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.87,1.08,1.36,,
February,,,,,,,,1.55,2.00,0.57,,
March,,,,,,,,1.42,2.38,2.99,,
April,,,,,,,,1.69,2.74,1.79,,
May,,,,,,,,3.53,2.32,0.91,,
June,,,,,,,,2.48,1.60,3.04,,
July,,,,,,,,1.66,2.82,4.07,,
August,,,,,,,,2.17,2.24,3.58,,
September,,,,,,,,0.71,1.78,1.66,,
October,,,,,,,,5.75,0.91,3.00,,
November,,,,,,,,2.24,1.21,0.27,,
December,,,,,,,,1.91,1.68,4.39,,
Total,,,,,,,,25.98,22.76,27.63,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.98,22.76,27.63,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
