DUNDEE EASTERN NECROPOLIS (new gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO425316,Long,-2.934972,Lat,56.472998,Elevation,199,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,1.34,2.87,1.7,2.13,1.22,2.53,0.78,1.64,1.26,3.19,2.92,0.84,1.79,0.72,3.42,3.64,1.72,1.04,3.89,1.85,0.37,2.06,1,1.61,1.47,1.73,0.62,2.85,3.43,1.45,1.94,1.84,1.48,2.01,2.6,2.64,2.6,3.35,1.57,2.5,2.01,4.78,1.91,4.43,1.25,1.97,2.94,1.81,,,,,,,,
February,,,,,,2.84,1.4,0.96,0.69,1.41,1.39,0.16,2.18,2.97,4.47,0.76,1.01,0.88,0.79,2.32,2.93,1.38,1.33,3.33,4.25,0.88,0.78,1.06,0.6,0.82,1.93,1.1,2.12,0.66,2.43,4.48,2.26,1.31,1.95,1.86,1.81,0.46,2.47,4.85,1.09,3.25,4.95,1.31,1.83,1.92,1.5,1.35,0.11,,,,,,,,
March,,,,,,2.58,3.07,0.91,3.39,1.74,1.93,2.03,0.94,1.05,1.03,2.36,1.2,3.64,0.5,1.71,1.28,1.42,1,2.47,1.79,3.23,1.11,1.85,3.88,3.25,1.09,1.14,2.05,3.58,3.3,1.43,3.22,1.83,1.09,1.64,2.11,2.2,1.72,1.45,0.78,1.43,1.17,2.41,4.67,0.42,1.64,0.95,2.59,,,,,,,,
April,,,,,,2.4,1.24,1.73,1.29,3.73,0.68,1.28,0.75,1.5,1.52,1.19,0.93,1.54,4.45,3.04,1.49,2.38,1.71,1.11,1.75,2.23,0.99,1.88,0.82,3.46,2.08,0.78,0.1,1.96,0.79,0.84,1.42,1.43,0.88,2.02,1.76,1.04,1.55,2.61,1.83,2.87,2.07,0.96,1.01,1.15,2.23,2.13,2.22,,,,,,,,
May,,,,,,3.69,2.91,0.73,1.76,1.53,2.17,2.41,2.75,1.39,3.25,0.57,0.76,1.41,2,4.05,1.77,1.83,2.1,1.3,2.56,1.45,5.03,4.23,1.82,3.86,1.36,0.81,1.52,3.55,1.84,0.96,3.73,1.99,3.58,1.01,3.17,1.88,0.94,2.16,4.4,3.77,2.31,2.39,1.36,2.39,1.58,3.42,2.91,,,,,,,,
June,,,,,,0.58,0.94,0.62,2.35,0.81,3,0.76,2.78,2.09,2.02,1.73,2.71,5.13,1.49,1.72,1.56,2.29,1.67,2.3,0.57,0.88,1.13,4.22,1.06,0.83,1.35,0.88,3.22,1.27,1.04,1.7,2.89,1.48,0.81,1.56,1.09,0.62,1.84,0.86,2.17,0.61,3.05,2.53,4.08,1.96,1.89,4.5,0.95,,,,,,,,
July,,,,,,0.82,3.95,1.79,5.35,2.62,3.31,3.48,1.72,3.42,3.49,4.26,3.79,2.28,0.88,2.12,3.38,0.94,2.81,4.47,1.25,1.41,0.98,2.37,1.95,2.71,3.57,1.14,2.45,0.6,2.15,3.44,7.52,2.09,5.54,0.69,2.11,2.14,3.25,3.02,4.74,1.76,3.18,2.17,1.09,3.49,2.3,4.95,3.92,,,,,,,,
August,,,,,,1.95,1.06,2.81,1.89,6.4,2.71,4.38,6,3.04,4.54,4.58,1.91,3.32,3.39,0.55,4.42,3.71,3.08,5.35,5.58,3.52,4.69,3.87,2.75,1.78,7.51,1.13,3.91,1.37,2.68,3.67,3.94,5.56,2.26,2.44,4.22,3.85,2.96,4.84,2.88,1.81,2.29,5.58,5.18,3.29,6.09,3.39,0.87,,,,,,,,
September,,,,,2.93,3.09,2.58,3.43,0.42,0.64,2.89,4.3,1.53,1.68,0.2,0.84,3.86,1.3,1.97,3.87,2.33,1.54,1.53,2.36,2.4,1.21,1.07,1.21,4.8,1.46,0.99,0.91,2.56,2.21,0.81,1.19,1.7,1.43,3.85,1.18,2.79,1.71,2.33,2.4,4.53,2.92,4.04,5.32,2.52,0.65,4.69,1.04,1.56,,,,,,,,
October,,,,,1.57,1.34,3.92,0.84,1.5,2.8,2.04,2.83,3.82,2.64,3.55,1.56,2.94,2.24,5.04,0.99,3.69,2.27,1.49,5.34,0.78,1.94,3.83,5.29,2.81,3.56,1.77,1.37,3.36,1.53,2.42,2.65,4.53,2.43,2.75,1.62,2.26,2.42,1.52,2.23,4.72,2.36,5.12,5.26,3.8,2.86,2.77,1.21,6.48,,,,,,,,
November,,,,,1.81,1.71,1.77,3.54,5.73,0.76,4.6,2.99,2.08,1.25,1.39,2.8,0.79,1.86,4.39,2.53,4.61,1.84,2.92,0.94,0.68,4.36,3.77,1.43,1.68,0.31,2.62,2.82,1.91,1.79,3.45,1.59,3.86,3.09,1.63,4.77,2.4,2.09,1.37,2.24,2,0.88,5.09,2.97,3.26,3.78,3.69,4.82,1.31,,,,,,,,
December,,,,,2.56,1.01,2.03,1.3,1.9,1.18,2.27,3.54,0.92,2.08,1.91,3.12,5.28,3.35,1.38,4.61,3.7,2.87,3.05,2.54,1.85,1.27,1.74,3.58,1.61,2.85,2.7,4.38,2.04,1.29,4.42,6.1,3.81,1.19,1.65,4.18,3.31,1.46,1.87,2.85,4.02,2.57,0.31,2.02,2.3,3.63,2.95,0.92,3.25,,,,,,,,
