Rainfall at,DUNDEE EASTERN NECROPOLIS
,
Station no,,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,,,,2.60,4.90,3.60,4.00,
February,,,,,,,2.05,1.00,1.35,1.25,
March,,,,,,,2.10,1.80,1.45,0.80,
April,,,,,,,0.35,2.10,3.40,1.55,
May,,,,,,,1.00,3.60,1.55,0.85,
June,,,,,,,1.25,1.00,0.25,2.60,
July,,,,,,,2.75,7.00,0.20,0.95,
August,,,,,,,2.55,2.00,5.45,0.95,
September,,,,,,,2.80,1.50,4.40,6.05,
October,,,,,,,1.65,2.05,1.35,2.95,
November,,,,,,,1.60,0.40,1.50,0.80,
December,,,,,,,3.05,0.95,5.00,1.90,
Total,31.25,,30.00,22.75,,26.75,23.75,28.30,29.50,24.65,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,23.75,28.30,29.50,24.65,
Difference,31.25,NaN,30.00,22.75,NaN,26.75,0.00,0.00,0.00,0.00,
