"SHEPTON MALLET (FIELD HOUSE)",,,,,,,,,,,,
Grid ref,ST622430,Long,-2.542215,Lat,51.184970,,,,,,,
Station no,2013,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.02,3.80,1.01,2.33,3.35,,,,,,,
February,4.73,1.51,2.41,3.13,2.47,,,,,,,
March,3.87,4.53,1.08,4.32,1.24,,,,,,,
April,4.15,2.01,3.01,0.55,1.99,,,,,,,
May,2.91,5.31,2.24,2.20,3.73,,,,,,,
June,0.77,3.34,2.57,4.33,4.08,,,,,,,
July,1.64,0.94,4.65,4.63,0.45,,,,,,,
August,6.63,7.78,3.96,5.64,1.76,,,,,,,
September,3.56,4.17,4.11,4.88,2.05,,,,,,,
October,0.87,5.32,2.97,4.08,2.50,,,,,,,
November,9.03,4.77,2.18,7.36,3.41,,,,,,,
December,2.97,4.02,1.21,3.05,5.01,,,,,,,
Total,45.15,47.50,31.40,46.50,32.04,,,,,,,
Calc annual,45.15,47.50,31.40,46.50,32.04,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
