"PEMBURY, THE SPRING",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,334,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.95,3.09,3.50,1.63,2.59,2.98,3.66,2.79,4.46,1.97,4.35,
February,0.74,0.79,2.64,4.61,1.18,4.25,2.75,5.15,1.81,0.69,1.94,
March,1.78,1.88,2.34,2.21,2.03,1.51,0.45,4.79,2.24,0.09,1.26,
April,3.04,1.58,3.42,2.83,3.45,2.71,5.16,1.19,2.95,1.19,2.11,
May,1.35,1.69,2.56,3.92,4.79,3.15,2.19,1.05,1.78,1.96,3.25,
June,1.37,0.10,1.71,0.91,2.84,0.27,3.65,4.74,3.24,0.92,1.03,
July,4.01,0.69,3.61,1.46,3.86,4.64,1.85,4.15,1.84,1.54,2.60,
August,1.63,1.65,3.15,1.59,2.59,2.14,1.41,5.70,3.51,3.38,3.50,
September,2.94,0.94,2.30,2.16,2.82,2.54,0.83,4.95,0.60,0.57,4.11,
October,1.85,1.16,1.74,7.15,4.56,4.25,2.79,2.15,7.47,4.55,1.79,
November,1.85,1.85,1.97,2.79,4.18,3.59,7.99,3.02,5.06,8.36,6.06,
December,3.11,2.36,4.37,3.42,5.03,3.90,0.87,4.24,4.06,7.92,2.83,
Total,27.62,17.78,33.31,34.68,39.92,35.93,33.60,43.92,39.02,33.14,34.83,
Calc annual,27.62,17.78,33.31,34.68,39.92,35.93,33.60,43.92,39.02,33.14,34.83,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
