KEMPSEY (THE LODGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7880,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.91,2.59,2.82,1.27,3.25,,,,,,,
February,0.76,0.22,3.02,4.74,0.36,,,,,,,
March,2.71,0.98,1.67,1.61,0.88,,,,,,,
April,4.10,0.95,2.19,2.95,2.76,,,,,,,
May,1.37,1.28,0.80,1.82,,,,,,,,
June,2.37,0.63,0.67,0.20,,,,,,,,
July,4.17,0.40,3.97,3.93,,,,,,,,
August,0.60,3.32,3.18,1.73,,,,,,,,
September,2.33,0.42,2.11,1.82,,,,,,,,
October,2.42,1.67,0.43,4.50,,,,,,,,
November,0.69,1.95,1.17,1.48,,,,,,,,
December,2.27,1.48,3.16,2.45,,,,,,,,
Total,26.70,15.89,25.19,28.50,,,,,,,,
Calc annual,26.70,15.89,25.19,28.50,7.25,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
