"RISHTON RESERVOIR",,,,,,,,,,,,
Grid ref,SD7155730142,Long,-2.432977,Lat,53.766841,,,,,,,
Station no,RR1488,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.53,1.91,4.01,2.91,2.74,1.59,3.39,0.82,2.10,1.86,,
February,2.80,1.48,1.22,3.12,3.57,1.73,1.90,1.60,2.92,1.98,,
March,0.32,2.90,2.64,4.53,1.75,2.44,2.51,3.90,2.10,1.73,,
April,2.37,2.38,2.65,1.90,2.50,2.94,1.35,1.21,1.48,2.88,,
May,1.77,0.75,3.24,3.15,2.09,1.00,3.22,2.70,1.86,2.27,,
June,1.87,1.38,1.18,1.02,1.57,2.00,1.43,4.50,1.66,2.52,,
July,2.71,2.53,3.65,3.46,1.91,2.33,1.53,1.12,2.86,3.51,,
August,4.89,1.49,2.78,4.54,4.04,3.09,2.01,2.90,2.00,2.94,,
September,1.80,0.70,1.52,3.77,0.76,2.02,1.26,0.71,3.38,2.41,,
October,5.54,3.18,3.85,8.08,2.25,2.52,4.17,2.07,1.09,3.40,,
November,3.06,5.32,1.55,3.19,2.95,3.00,3.08,1.82,2.35,1.01,,
December,3.25,3.42,2.75,2.37,2.45,0.60,1.91,3.00,1.75,6.00,,
Total,34.91,27.44,31.04,42.04,28.55,25.26,27.76,26.35,25.55,32.51,,
Calc annual,34.91,27.44,31.04,42.04,28.58,25.26,27.76,26.35,25.55,32.51,,
Difference,0.00,0.00,-0.00,0.00,-0.03,0.00,0.00,0.00,0.00,-0.00,,
