RISHTON RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD7155730142,Long,-2.432977,Lat,53.766841,Elevation,467,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,1.58,5.32,2.11,3.46,1.01,2.52,2.17,1.58,0.56,3.16,5.66,4.53,1.91,4.01,2.91,2.71,1.59,3.39,0.82,2.1,1.86,4.12,1.2,2.67,3.28,2.31,4.87,2.58,2.39,2.5,3.69
February,,,,,,,,,,2.42,0.54,0.62,3.55,4.71,6.01,0.48,1.53,2.71,3.1,1.62,2.8,1.48,1.22,3.12,3.57,1.73,1.9,1.6,2.92,1.98,3.6,3.13,1.26,1.74,1.83,4.79,2.76,1.08,5.36,0.87
March,,,,,,,,,,2.71,2.59,1.52,0.96,0.5,3.18,2.57,3.97,4.01,2.07,1.7,0.32,2.9,2.64,4.53,1.75,2.44,2.51,3.9,2.1,1.73,0.72,1.87,4.64,5.06,4.17,1.62,1.61,1.98,1.06,4.74
April,,,,,,,,,,1.76,1.23,1.61,1.9,0.54,0.78,2.78,2.39,2.52,1.69,4.98,2.37,2.38,2.65,1.9,2.5,2.94,1.35,1.21,1.48,2.88,3.16,2.44,1.07,4.26,1.18,2.13,2.91,1.9,1.08,1.98
May,,,,,,,,,,2.13,2.32,3.13,4.09,1.99,2.33,0.87,0.55,1.88,3.62,2.96,1.77,0.75,3.24,3.15,2.09,1,3.22,2.7,1.86,2.27,3,2.39,1.58,3.3,1.52,1.69,2.65,1.46,2.08,2.03
June,,,,,,,,,,1.53,3.8,1.08,3.11,2.19,2.98,2.96,2.9,3.51,3.06,1.2,1.87,1.38,1.18,1.02,1.57,2,1.43,4.5,1.66,2.52,3.98,3.31,4.94,2.12,1.56,1.39,2.03,2.28,1.69,1.18
July,,,,,,,,,,2.56,2.49,2.73,1.34,3.95,3.81,5.59,2.31,1.96,0.89,1.91,2.71,2.53,3.65,3.46,1.91,2.33,1.53,1.12,2.86,3.51,3.14,0.8,3.22,1.68,3.66,3.55,2.7,2.08,3.27,1.34
August,,,,,,,,,,5.55,5.53,5.59,6.16,2.13,4.77,3.61,2.58,5.15,4.35,1.44,4.89,1.49,2.78,4.54,4.04,3.09,2.01,2.9,2,2.94,4.25,2.53,7.03,1.68,2.24,4.81,2.57,3.88,3.25,1.83
September,,,,,,,,,,4.7,2.65,2.98,3.81,5.21,0.62,1.1,5.41,3.93,1.33,6.3,1.8,0.7,1.52,3.77,0.76,2.02,1.26,0.71,3.38,2.41,0.41,3.18,2.16,1.44,3.16,1.02,2.47,1.69,10.81,1.84
October,,,,,,,,,,2.4,3.77,3.95,3.96,4.39,2.43,4.25,4.95,2.15,2.4,2.54,5.54,3.18,3.85,8.08,2.25,2.52,4.17,2.07,1.09,3.4,5.52,2.28,3.64,1.69,1.72,1.01,8.47,6.75,6.24,1.95
November,,,,,,,,,,2.01,6.97,4.14,2.7,2.84,2.17,3.17,1.41,2.97,3.87,2.7,3.06,5.32,1.55,3.19,2.95,3,3.08,1.82,2.35,1.01,5.23,1.98,3.21,3.53,5.13,0.81,2.45,4.35,2.42,2.18
December,,,,,,,,,,2.94,0.44,7.65,2.42,3.85,3.26,4.3,3.47,4.99,3.99,3.07,3.25,3.42,2.75,2.37,2.45,0.6,1.91,3,1.75,6,3.16,5.42,5.78,2.67,4.32,5.14,2.26,2.5,6.87,5.88
Total,,,,,,,,,,32.29,37.65,37.11,37.46,33.31,34.86,33.85,33.05,36.34,33.53,36.08,34.91,27.44,31.04,42.04,28.55,25.26,27.76,26.35,25.55,32.51,40.29,30.53,41.2,32.45,32.8,32.83,35.46,32.34,46.63,29.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904 Jan mistranscribed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
