COCKERMOUTH BROUGHTON GRANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY079315,Long,-3.429603,Lat,54.670124,Elevation,209,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,3.7,5.15,4.7,2.42,8.29,3.31,1.57,1.03,0.58,3.23,5.01,5.7,2.7,3.62,3.4,1.86,2.75,5.5,2.31,3.39,1.58,3.97,2.32,2.53,0.8,3.67,5.85,4.05,2.68,3.15,4.32,3.7,1.25,5.67,1.45,4.34,3.38,3.43,2.41,2.24,2.65,3.27,,,,,
February,,,,0.57,3.16,1.43,4.11,3.56,2.64,1.97,3.83,3.32,3.34,3.12,5.08,6.1,1.62,2.48,0.72,2.02,0.71,0.47,1.54,4.1,5.17,0.44,2.4,2.77,3.74,2.56,4.51,1.66,0.84,5.18,3.05,2.54,2.66,2,2.92,2.35,6.12,4.5,2.15,2.58,5.16,,,,,
March,,,,3.08,2.91,0.96,3.68,1.97,1.66,3.09,1.71,3.36,3.14,1.84,4.01,4.06,4.05,1.15,3.02,2.81,2.39,1.86,1.19,1.35,2.07,3.96,5.68,5.47,1.51,3.02,0.46,1.91,2.12,6.61,2.86,3.25,2.4,4.24,3.69,3.67,3.2,1.12,5.04,4.55,3.59,,,,,
April,,,,0.4,1.29,1.53,2.59,2.58,1.81,0.8,3.07,1.27,3.44,1.91,1.29,2.52,2.68,2.85,1.88,1.98,0.99,0.94,1.11,0.68,2.18,2.13,2.18,2.17,3.76,3.1,2.29,3.01,1.55,1.55,3.03,3.54,1.42,2.54,1.53,2.83,2.49,4.51,0.73,4.77,1.54,,,,,
May,,,,1.76,1.08,2.4,0.68,3.37,1.65,2.44,1.35,2.83,2.08,1.44,4.19,2.09,4.8,2.02,1.57,3.07,2.69,1.76,4.13,2.06,4.16,0.29,0.57,2.74,3.09,3.93,2.9,1.56,2.69,2.63,2.8,2.67,4.77,3.98,2.7,1.73,2.64,3,2.35,2.64,2.37,,,,,
June,,,,2.31,1.19,3.16,5.1,3.96,2.03,4.07,2.2,4.52,4.18,3.63,0.78,1.63,0.96,0.64,1.52,0.95,3.87,1.17,3.5,2.97,3.44,0.75,3.13,3.51,3.49,1.56,3.45,2.5,1.57,1.29,1.44,1.89,1.75,5.54,2.93,2.53,1.51,5.07,6.02,3.34,1.53,,,,,
July,,,,3.85,3.13,2.99,2.08,5.04,0.7,5.77,4.61,4.21,5.74,1.98,4.62,3.5,4.84,3.43,5.37,3.11,3.66,2.34,2.59,4.17,2.51,4.44,3.87,2.11,0.76,3.27,1.91,0.88,3.47,4.52,2.77,2.61,2.5,1.88,3.62,6.98,3.81,1.15,4.25,0.79,5.45,,,,,
August,,,,4.6,7.06,3.01,4.4,6.44,3.92,4.07,0.85,5.14,3.4,3.25,2.25,2.07,2.57,1.7,3.4,5.01,3.29,9.41,8.97,5.21,5.57,6.61,3.18,4.46,6.42,1.99,8.56,4.28,2.86,5.54,4.07,3.26,5.59,4.64,4.7,2.61,5.32,2.47,5.69,2.82,3.93,,,,,
September,,,,2.31,6.52,6.29,4.44,3.44,5.05,5.41,4.56,1.81,3,3.64,4.81,5.9,6.14,5.03,2.02,2.91,5.6,6.91,7.35,4.14,0.36,1.49,4.87,5.21,2.71,6.07,3.62,2.45,1.61,5.15,2.38,3.18,1.37,0.36,4.72,2.42,0.91,2.79,1.48,2.43,2.44,,,,,
October,,,,6.26,9.11,3.46,3.57,6.09,5.01,1.94,1.61,2.48,2.71,4.98,3.01,3.97,5.02,3.23,4.47,4.25,3.04,6.21,4.27,4.86,3.62,5.85,7.06,3.12,3.71,4.62,5.31,5.93,3.32,8.75,2.52,2.67,5.95,7.08,1.75,8.66,2.69,4.46,4.61,4.07,1.33,,,,,
November,,,,2.51,4.36,3.3,2.56,9.72,3.04,1.89,4.92,6.63,5.48,6.65,1.86,2.57,5.59,2.53,4.29,2.07,8.02,4.23,3.32,2.48,5.58,3.56,1.64,8.19,4.16,5.26,4.22,4.87,2.25,3.79,3.73,3.96,4.17,4.37,3.27,2.11,4.23,6.56,4.98,4.06,6.19,,,,,
December,,,,1.91,2.28,3.36,5.02,4.81,1.77,3.26,4.63,2.84,3.43,4.51,4.52,2.09,4.97,3.18,3.73,4.78,0.68,7.76,2.59,5.5,4.19,3.69,4.59,6.08,4.65,3.31,7.43,5.06,3.77,3.5,4.87,3.11,3.37,5.89,3.3,6.78,4.82,7.7,6.27,4.05,6.59,,,,,
Total,,,,,47.24,36.59,40.65,59.27,32.59,36.28,34.37,38.99,43.17,41.96,42.12,39.2,46.86,31.64,33.85,35.71,40.44,45.37,43.95,39.1,42.82,35.53,41.7,46.63,41.67,44.54,48.71,36.79,29.2,52.83,37.22,33.93,41.62,43.97,39.47,46.05,41.17,45.74,45.81,38.75,43.39,,,,,
