"WHITHORN, GLASSERTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX418376,Long,-4.457018,Lat,54.708471,Elevation,225,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,6.68,,6.15,4.37,3,5.6,2.78,4.86,4.09,7.63,2.36,5.42,3.97,3.18,4.15,4.24,1.83,4.81,3.68,4.55,4.58,5.2,2.11,6.73,,,,,,,,
February,,,,,,,,,,1.76,,0.52,5.28,5.37,0.92,4.22,5.58,2.57,3.47,2.75,0.48,3.27,0.07,3.65,0.42,3.65,2.39,5.75,1.95,3.54,2,3.13,2.11,,,,,,,,
March,,,,,,,,,,5.76,,4.63,1.45,1.1,2.05,1.21,1.84,4.03,4.62,1.14,2.02,0.75,2.46,2.54,2.65,1.39,2.48,1.36,1.32,3.15,4.74,3.28,2.15,,,,,,,,
April,,,,,,,,,,3.62,,1.1,2.51,2.22,1.86,2.68,1.55,1.96,1.36,1.12,1.83,1.95,3.76,1.44,3.12,3.12,0.83,2.57,0.5,1.91,2.61,1.47,2.16,,,,,,,,
May,,,,,,,,,,1.33,,1.67,2.47,1.9,3.58,5.14,2.5,2.52,2.19,2.83,1.47,2.47,3.5,2.12,3.43,0.65,3.33,2.13,3.59,0.8,1.58,2.88,1.69,,,,,,,,
June,,,,,,,,,,4.66,,0.35,2.14,1.13,2.65,0.35,2.55,3.36,5.85,1.92,2.3,5.79,1.24,2.52,2.11,3.41,3.5,3.18,4.33,2.15,1.15,1.46,,,,,,,,,
July,,,,,,,,,,0.94,,4,3.91,3.79,4.45,2.24,3.7,2.71,3.34,3.82,2.9,2.87,2.94,3.85,2.12,1.53,4.93,5.26,4.91,3.2,3.61,3.84,,,,,,,,,
August,,,,,,,,,,4.45,,5.46,3.11,7.99,4.09,4.01,3.91,4.89,4.65,5.53,5.11,3.78,2.12,2.09,4.01,1.51,2.74,2.38,2.4,1.35,1.41,5.72,,,,,,,,,
September,,,,,,,,,,3.23,,2.26,2.78,3.81,6.15,3.58,3.56,5.89,1.91,0.89,4.75,2.42,6.74,0.64,5.12,5.6,4.92,2.67,4.93,3.55,3.31,1.98,,,,,,,,,
October,,,,,,,,,,3.37,,3.75,2.38,4.67,3.22,4.09,4.55,4.45,9.35,6.08,7.26,2.77,6.1,2.58,6.18,7.67,3.09,3.71,7.84,3.49,4.17,4.96,,,,,,,,,
November,,,,,,,,,,3.32,,3.17,3.13,4.25,2.56,2.64,6.03,4.77,6.86,5.92,5.23,9.42,3.13,2.31,1.83,5.13,4.3,1.67,6.06,4.13,6.42,2.34,,,,,,,,,
December,,,,,,,,,,7.05,,3.97,3.53,5.7,4.44,4.7,1.63,2.12,4.03,7.44,4.96,4.06,5.28,1.71,9.82,4.49,4.49,4.46,4.53,2.51,4.77,2.49,,,,,,,,,
Total,,,,,,,,,,46.17,,37.03,37.06,44.93,41.57,37.64,42.26,43.36,55.26,41.8,43.73,43.52,40.52,29.6,45.05,39.98,41.81,38.82,46.91,34.36,40.97,35.66,,,,,,,,,
