"EASTWOOD COLLIERY",,,,,,,,,,,,
Grid ref,SK459459,Long,-1.317383,Lat,53.008451,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.11,1.81,1.30,2.21,2.81,0.86,3.67,1.19,1.25,1.08,,
February,3.87,1.60,2.03,1.14,3.43,0.90,3.02,2.11,1.71,0.80,,
March,0.78,2.62,1.76,3.71,1.87,3.10,1.75,1.65,3.00,3.29,,
April,1.06,1.48,2.35,1.97,1.49,1.72,0.61,1.92,2.24,1.64,,
May,1.31,0.98,2.60,3.51,1.35,0.51,2.02,3.60,1.90,1.21,,
June,3.10,1.82,1.98,1.30,0.40,2.93,2.31,3.60,1.60,2.13,,
July,2.83,5.00,1.62,1.97,1.57,1.47,1.09,2.60,4.14,3.85,,
August,5.58,1.82,3.60,4.91,3.03,3.60,2.11,3.17,3.75,2.50,,
September,0.78,1.51,1.21,3.56,1.85,1.48,0.95,0.75,1.53,2.81,,
October,2.80,1.90,2.66,6.74,0.42,1.28,5.77,4.39,1.01,3.96,,
November,2.85,2.69,1.72,2.00,1.27,3.23,2.83,2.65,1.23,0.47,,
December,4.62,5.94,2.01,1.38,1.70,0.64,2.74,2.52,1.78,4.88,,
Total,33.69,29.17,24.84,34.40,21.19,21.72,28.87,30.15,25.14,28.62,,
Calc annual,33.69,29.17,24.84,34.40,21.19,21.72,28.87,30.15,25.14,28.62,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
