"WOOPLAW HOUSE (GALASHIELS)",,,,,,,,,,,,
Grid ref,NT500419,Long,-2.796444,Lat,55.668019,,,,,,,
Station no,RR27,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.21,2.53,1.29,3.53,2.20,0.95,,,,,,
February,3.76,0.93,0.98,4.38,2.62,1.33,,,,,,
March,1.26,1.65,0.93,3.25,1.97,3.22,,,,,,
April,2.08,2.35,1.68,1.56,2.15,2.41,,,,,,
May,1.97,1.88,3.48,2.18,2.37,1.43,,,,,,
June,4.55,1.62,2.03,1.32,2.33,1.79,,,,,,
July,4.11,0.93,2.56,3.63,1.38,2.14,,,,,,
August,4.65,5.93,1.21,3.81,3.52,3.52,,,,,,
September,2.19,1.33,1.72,3.01,0.88,2.02,,,,,,
October,4.79,1.34,1.90,8.10,0.95,2.77,,,,,,
November,4.82,4.19,2.77,2.18,1.69,3.98,,,,,,
December,3.74,3.85,4.29,1.95,2.43,1.46,,,,,,
Total,41.13,28.53,24.84,38.90,24.49,27.02,,,,,,
Calc annual,41.13,28.53,24.84,38.90,24.49,27.02,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
