"DORKING FIR TOR",,,,,,,,,,,,
Grid ref,TQ163482,Long,-0.336038,Lat,51.221160,,,,,,,
Station no,RR1575,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.26,1.60,1.11,2.11,5.35,1.47,6.50,1.16,2.36,1.37,,
February,5.60,1.72,1.39,2.00,3.46,0.90,2.93,1.88,1.27,0.76,,
March,0.97,2.60,2.00,3.64,1.74,3.61,1.80,0.85,3.16,4.50,,
April,1.02,2.36,1.18,2.27,0.73,2.18,0.57,4.60,3.15,2.44,,
May,1.12,0.54,2.80,3.37,1.73,1.00,1.48,1.89,2.95,1.81,,
June,3.06,1.83,4.33,4.83,1.09,4.94,2.51,2.63,2.43,3.17,,
July,1.16,2.17,1.55,3.93,0.92,0.74,0.46,1.66,2.70,3.60,,
August,3.53,2.01,3.77,5.69,1.77,3.08,0.67,2.89,4.58,3.05,,
September,1.37,2.54,0.86,4.03,1.24,2.08,0.74,0.73,1.69,3.07,,
October,2.15,3.14,2.49,8.28,2.70,1.66,4.27,5.74,2.44,6.12,,
November,3.16,0.80,3.07,2.70,1.45,5.02,5.67,3.71,1.00,0.90,,
December,3.73,5.24,1.60,2.65,3.55,0.66,2.39,4.06,3.56,4.58,,
Total,31.13,26.55,26.15,45.50,25.73,27.34,29.99,31.80,31.29,35.37,,
Calc annual,31.13,26.55,26.15,45.50,25.73,27.34,29.99,31.80,31.29,35.37,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
