PETERBOROUGH-ABBEYFIELDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL190985,Long,-0.245556,Lat,52.571314,Elevation,49,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.44,1.59,0.92,3.23,1.03,0.72,0.69,1.57,1.07,2.86,2.27,1.32,2.48,1.34,1.56,1.76,3.71,1.85,1.88,2.42,1.27,1.98,0.94,2.75,1.66,3.07,1.41,2.04,1.68,0.79,1.41,1.01,1.33,2.82,2.86,2.28,3.75,1.7,2.93,2.14,3.59,1.73,2.02,1.89,1.79,3.44,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.62,2.35,0.57,1.49,1.02,1.09,0.34,1.9,1.07,1.72,0.47,0.84,2.07,3.49,0.69,0.88,2.47,0.89,0.46,1.69,3.06,0.86,1.57,1.59,2.2,1.07,0.82,0.44,2.4,0.28,1.58,0.55,1.32,2.13,2.65,0.88,0.32,2.63,2.04,1.2,0.38,1.36,1.58,1.72,1.76,0.61,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.77,1.39,2.14,1.28,1.03,1.98,3.35,0.58,1.37,1.87,2.38,2.7,1.39,3.34,1.28,0.61,2.84,2,0.62,1.78,2,0.7,0.8,0.21,1.76,1.03,0.09,1.67,0.33,1.17,2.34,1.35,0.43,1.07,3.02,0.2,1.42,1.9,3.26,1.39,0.71,0.17,0.54,0.89,4.25,0.54,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.56,0.58,1.29,0.47,2.7,1.99,1.33,2.04,0.67,0.09,1.72,0.56,0.65,0.81,1.24,2.08,1.89,3.63,0.93,2.98,1.06,1.65,1.71,2.59,2.05,0.9,0.82,1.96,2.29,2.02,0.92,2.03,2.49,1.88,2.48,0.07,2.07,1.25,0.97,0.52,0.81,2.19,0.89,0.69,1.9,1.1,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.71,1.79,1.73,1.49,2.89,1.27,1.19,2.67,0.89,2.33,2.08,0.84,1.98,2.29,1.07,1.82,0.69,1.56,0.98,1.23,0.92,3.65,2.57,2.04,0.52,1.36,0.77,3.2,2.23,3.64,1.02,0.53,0.71,0.51,3.61,1.86,0.72,1.56,2.33,2.26,1.91,0.94,2.45,1.74,0.82,3.31,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.31,0.52,2.55,2.79,1.08,1.31,2.46,1.48,1.77,4.02,0.68,2.82,1.68,1.55,2.38,0.37,0.94,1.78,0.51,0.91,0.54,2.34,0.07,3.11,2.71,2.17,1.13,0.21,1.48,0.65,4.42,0.96,2.82,4.96,1.7,1.04,1.94,0.64,0.94,0.59,1.59,1.8,1.63,2.11,3.18,2.82,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.9,2.06,0.92,0.5,2.04,2.09,2.93,2.24,0.15,4.8,0.79,1.36,2.97,1.41,1.76,3.36,3.15,3.1,0.14,3.68,2.81,2.96,1.68,2.32,3.06,2.14,2.55,2.74,2.83,3.86,1.29,1.55,0.36,4.68,2.4,1.65,2.18,2.27,3.62,2.77,0.83,1.62,1.65,1.73,1.91,1.05,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.53,1.92,3.19,1.97,2.19,2.3,1.91,2.4,1.11,6.56,1.4,1.03,2.31,4.93,4.82,1.5,2.26,1.52,2.71,2.16,1.72,1.46,1.37,0.68,3.58,2.11,0.76,2.57,3.29,2.71,0.79,1.86,1.33,0.5,0.82,2.58,2.16,0.22,3.95,1.45,1.92,2.09,2.62,2.98,0.04,3.47,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.96,1.78,2,0.91,0.41,2.23,1.72,0.79,1.92,1.19,1.82,0.56,0.81,0.95,1.51,4.18,1.8,1.96,0.82,2.19,2.39,2.98,2.36,2.49,3.34,0.54,0.97,4.72,2.89,3.26,2.34,1.33,3.14,2.33,0.98,1.56,1.13,0.33,0.53,1.2,1.3,3.23,1.49,2.59,0.93,1.82,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.08,0.74,1.2,3.54,2.89,1.1,2.9,1.64,1.65,2,3.1,2.5,1.09,1.89,3.24,1.83,0.95,1.16,1.58,0.93,2.83,4.04,2.59,2.2,1.91,3.09,2.96,0.71,0.52,3.32,1.71,0.91,2.78,1.17,2.31,1.86,3.79,1.94,1.99,1.98,1.2,2.6,2.22,1.67,0.21,2.93,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
