"PETERBOROUGH (ABBEYFIELDS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1139,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.93,2.14,3.59,1.73,2.02,1.89,1.79,3.44,1.04,0.80,,
February,2.04,1.20,0.38,1.36,1.58,1.72,1.76,0.61,0.66,3.20,,
March,3.26,1.39,0.71,0.17,0.54,0.89,4.25,0.54,1.02,0.80,,
April,0.97,0.52,0.81,2.19,0.89,0.69,1.90,1.10,1.57,2.10,,
May,2.33,2.26,1.91,0.94,2.45,1.74,0.82,3.31,2.40,3.70,,
June,0.94,0.59,1.59,1.80,1.63,2.11,3.18,2.82,0.74,1.50,,
July,3.62,2.77,0.83,1.62,1.65,1.73,1.91,1.05,2.08,3.20,,
August,3.95,1.45,1.92,2.09,2.62,2.98,0.04,3.47,1.20,2.40,,
September,0.53,1.20,1.30,3.23,1.49,2.59,0.93,1.82,0.61,2.70,,
October,1.99,1.98,1.20,2.60,2.22,1.67,0.21,2.93,3.38,0.50,,
November,3.06,2.59,1.15,2.56,0.50,3.90,1.07,1.35,2.48,3.70,,
December,0.52,1.62,0.74,1.04,2.13,2.17,1.65,1.82,1.02,1.20,,
Total,26.14,19.71,16.13,21.33,19.72,24.08,19.51,24.26,18.20,25.80,,
Calc annual,26.14,19.71,16.13,21.33,19.72,24.08,19.51,24.26,18.20,25.80,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
