"LITTLE HOUGHTON HOUSE",,,,,,,,,,,,
Grid ref,SP805597,Long,-0.822788,Lat,52.229626,,,,,,,
Station no,1105,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.30,1.91,-999.00,,,,,,,,,
February,3.41,0.58,-999.00,,,,,,,,,
March,3.53,2.65,0.77,,,,,,,,,
April,3.00,2.20,2.09,,,,,,,,,
May,2.95,3.70,1.36,,,,,,,,,
June,0.80,0.98,1.84,,,,,,,,,
July,0.60,0.34,-999.00,,,,,,,,,
August,3.39,,2.00,,,,,,,,,
September,1.89,,1.24,,,,,,,,,
October,0.70,,,,,,,,,,,
November,4.99,,,,,,,,,,,
December,1.64,,,,,,,,,,,
Total,29.20,,,,,,,,,,,
Calc annual,29.20,12.36,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
