WAREHAM-THE-KINGS-BARROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY919858,Long,-2.11519,Lat,50.67221,Elevation,15,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,0.99,7.67,,1.16,0.82,3.52,,5.21,5.55,0.83,3.58,1.48,,,,,,,,,,,,,,4.05,2.63,2.97,2.63,2.94,0.99,5.96,6.56,4.17,6.39,3.96,4.83,3.79,8.05,2.19,2.42,4.01,3.19,,,
February,,,,,,0.65,3.9,,1.41,0.35,4.47,,2.89,1.73,5.93,5.98,6.05,,,,,,,,,,,,,,0.73,2.07,0.06,5.13,0.09,3.32,3.83,6.53,0.96,2.09,4.75,4.77,0.08,1.06,0.45,2.07,2.84,2.61,,,
March,,,,,,5.58,0.95,,3.04,5.28,0.71,,5.56,2.98,6.07,0.82,3.78,,,,,,,,,,,,,,1.9,1.28,2.35,3.49,3.26,1.24,4.08,4.43,0.33,1.23,3.86,3.76,2.4,0.98,0.44,1.09,1.26,8.67,,,
April,,,,,,1.54,1.1,,1.9,1.06,1.83,,0.03,3.41,1.51,1.15,0.49,,,,,,,,,,,,,,2.07,2.57,3.21,1.8,2.04,3.95,2,2.86,0,2.5,1.4,2.07,1.63,1.09,2.05,0.73,2.75,1.85,,,
May,,,,,,0.55,2.83,,2.47,1.9,1.3,,1.56,1.97,1.02,2.26,1.85,,,,,,,,,,,,,,3.1,4.01,3.27,1.88,0.8,1.73,0.49,4.85,2.06,1.12,1.23,3.08,4.09,2.91,0.31,2.26,3.55,1.93,,,
June,,,,,,2.79,1.4,,0.37,3.15,3.94,,3.52,0.56,0.72,0.76,2.1,,,,,,,,,,,,,,0.55,2.68,3.02,0.82,1.61,4.64,1.76,0.6,0.55,2.63,0.21,1.77,0.47,0.98,2.26,3.16,3.26,1.9,,,
July,,,,,,0.41,0.92,,1.67,2.65,2.85,,2.76,0.8,3.3,3.93,1.46,,,,,,,,,,,,,,1.96,4.03,3.55,2.11,0.44,0.35,4.91,2.35,2.07,5.31,3.28,1.68,1.53,2.51,3.43,0.97,1.02,1.43,,,
August,,,,,,2.89,0.59,,2.74,3.33,1.98,,6.23,1.94,4.14,1.23,4.35,,,,,,,,,,,,,,3.46,4.08,1,0.67,4.04,3.32,0.21,1.76,2.12,2.93,0,5.04,5.16,2.07,2.84,2.74,3.43,1.02,,,
September,,,,,,2.57,0.7,,1.92,2.93,0.21,,2.6,2.86,1.74,1.75,2.9,,,,,,,,,,,,,,3.51,1.95,3.75,2.5,2.9,4.2,3.15,4.46,3.24,1.98,1.76,0.84,3.14,2.14,2.41,3.36,4.91,1.45,,,
October,,,,,,2.42,6.35,,2.9,7.28,5.26,,4.08,4.68,3.53,6.26,5.29,,,,,,,,,,,,,,2.67,0.74,6.89,1.83,1.57,6.69,1.93,5.24,4.75,6.45,5.49,1.16,4.35,4.99,4.42,3.75,1.67,1.56,,,
November,,,,,,6,4.84,,0.92,0.87,3.96,,2.07,4.08,5.55,3.58,5.08,,,,,,,,,,,,,,6.31,5.29,2.98,0.96,2.61,8.73,4.04,2.23,6.79,7.59,9.68,2.02,2.04,2.24,7.71,1.32,5.32,,,,
December,,,,,,0.75,1.72,,3.68,4.61,5.4,,5.22,2.09,8.61,9.96,5.96,,,,,,,,,,,,,,4.94,1.19,2.08,1.34,10.45,5.47,4.02,5.08,4.78,2.61,2.95,2.76,5.4,4.19,2.98,6.02,4.51,,,,
Total,,,,,,27.14,32.97,,24.18,34.23,35.43,,41.73,32.65,42.95,41.26,40.79,,,,,,,,,,,,,,35.25,32.52,35.13,25.16,32.75,44.63,36.38,46.95,31.82,42.83,38.57,33.78,34.08,33.21,31.49,29.89,38.53,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Sept 2 Inspection Gauge on lawn An admirable site but gauge not properly fixed Glass no name not tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Station terminated Observer moved to Englefield Green Surrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
