CROYDON DUPPAS HOUSE,,,,,,,,,,,,
Grid ref,TQ314649,Long,-0.113793,Lat,51.367969,,,,,,,
Station no,RR8084,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.18,0.82,0.67,2.16,3.63,1.11,4.30,,,,,
February,4.59,1.41,0.81,1.51,3.05,0.99,2.08,,,,,
March,0.89,2.65,1.73,2.31,1.52,3.09,1.16,,,,,
April,0.86,2.07,0.72,1.74,1.26,1.71,0.57,,,,,
May,1.45,1.22,2.50,3.89,2.44,1.06,1.44,,,,,
June,2.82,1.51,3.98,7.20,0.80,5.48,2.60,,,,,
July,0.98,1.50,1.22,4.29,1.26,0.68,0.70,,,,,
August,3.01,2.04,3.22,3.83,1.66,2.48,1.36,,,,,
September,0.79,1.17,1.11,2.01,1.21,2.11,1.57,,,,,
October,1.81,2.86,1.44,5.27,1.89,1.11,3.76,,,,,
November,2.26,0.67,1.89,2.37,1.40,3.85,4.24,,,,,
December,2.62,4.02,1.38,2.16,2.44,0.50,2.04,,,,,
Total,25.26,21.94,20.67,38.74,22.56,24.17,25.82,,,,,
Calc annual,25.26,21.94,20.67,38.74,22.56,24.17,25.82,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
