"PORTLAND BILL (NEW LIGHTHOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1549,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.16,3.41,2.95,1.28,3.95,4.46,3.49,1.87,3.02,1.25,3.28,
February,0.43,0.31,2.04,4.55,1.02,4.05,1.74,2.28,2.29,1.61,0.75,
March,2.18,1.01,2.00,1.51,1.31,0.38,0.30,2.00,2.22,0.09,1.05,
April,2.56,0.74,2.53,2.65,2.06,2.24,3.17,1.47,1.48,0.75,1.87,
May,1.39,2.01,0.54,1.33,2.95,2.97,1.26,0.44,1.44,1.75,1.81,
June,2.24,0.29,0.75,0.49,1.38,0.51,1.97,1.29,1.52,1.36,0.31,
July,3.19,0.20,2.97,0.58,2.56,2.89,0.98,2.57,1.52,0.99,1.26,
August,1.09,1.56,1.94,1.24,1.54,1.94,0.78,2.63,2.29,1.29,2.82,
September,1.51,0.55,1.59,2.15,2.93,3.14,0.65,5.14,1.74,0.34,2.81,
October,1.48,0.67,1.06,5.06,5.26,3.94,2.75,1.55,5.14,3.39,1.96,
November,1.11,1.50,1.94,1.80,3.82,2.57,8.08,2.42,3.17,6.68,4.37,
December,3.25,1.22,3.93,3.04,5.15,3.44,0.38,2.89,2.95,6.35,3.31,
Total,24.59,13.47,24.24,25.68,33.93,32.53,25.55,26.55,28.78,25.85,25.60,
Calc annual,24.59,13.47,24.24,25.68,33.93,32.53,25.55,26.55,28.78,25.85,25.60,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
