GARELOCHEAD AIKENSHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS235874,Long,-4.835345,Lat,56.046833,Elevation,32,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,7.3,7.3,10.1,5.7,8.7,8.3,8.5,6.3,6,5.5,6.9,6.1,13.6,3.2,6.7,6.6,7.3,11.5,7.2,6.7,6.4,6.3,9,8,15.1,2.5,6.2,,7.6,,,,,,,,
February,,,,,6.3,6.3,4.7,5.4,5.6,4.1,7.7,11.2,5.3,5.9,5.2,9.6,7.3,1.2,9.6,0.8,10.1,2.5,6.7,6.4,1.5,4.9,6.7,5.1,6.2,0,0.6,,0,,,,,,,,
March,,,,,3.65,4.7,6.4,7,6.4,1.9,4.3,2.7,7.8,7.7,7.2,3.9,1.9,3.1,2.2,5.2,5.9,8.2,2.8,3.7,0.7,2.1,4.9,6.6,7,0,3.3,,3,,,,,,,,
April,,,,2.15,8.35,3.1,2.5,3.4,1.9,4.8,6,5,3.7,6,3.7,4.2,5.1,2.4,1.1,2.8,2.7,1.8,3.5,5.4,3.2,7.8,2.9,4.4,2.5,1.6,2.4,,5,,,,,,,,
May,,,,2.95,4.3,2.95,7.5,5.8,4,3.7,2.8,4,3.1,5.5,2.2,1,4.9,3.8,3.6,1.4,7.3,3.8,5.2,2.1,4.9,7.7,4.3,2.7,1.9,6.2,3.1,,,,,,,,,,
June,,,,3,3.6,3.8,1.5,9,3.6,3.6,1.9,4.5,5.5,5.3,1.8,2.4,3.1,3.8,2.6,4,2.8,0.6,3.5,1.7,3.6,0.8,3,6.3,5.6,3.5,3.6,,,,,,,,,,
July,,,,5.7,3.7,4.3,4.1,2.8,7.8,4.7,4.7,4,3.6,0.9,1.8,5.3,3,1.3,4.2,2.5,5.2,5.2,4.4,4.9,5.2,2.6,3.4,3.8,4.2,5.2,4.7,,,,,,,,,,
August,,,,9.35,5.8,6.8,5.3,8.5,4.7,3.7,11.3,6.5,5.3,2,2.3,4.2,4.5,6.7,4.3,4.2,6.7,7.4,3.5,7.5,5,5,5.2,6.3,5.4,6.5,7.2,,,,,,,,,,
September,,,,6,7.5,3.5,3.2,2.35,9.9,2.5,2,3,4.5,3,3.3,1.6,2.6,5,6.7,4.7,4.4,4.6,3.1,9,6,4.5,4.1,6.3,4.3,2.3,4.9,,,,,,,,,,
October,,,,11,4.9,6.5,9.4,5.75,2,9.4,3.4,5.6,7.9,4.3,2.2,4.2,9.4,10.7,9.3,1.2,2.8,5.5,2.6,8.3,4.6,5.3,8.2,8.4,8.6,7.9,8.8,,,,,,,,,,
November,,,,5.6,3.8,6.5,6.5,6.8,6,4.2,3.9,10.7,7.3,9.7,7.5,2.7,7.3,11.2,8,5.2,7.8,5.5,7.4,6.7,5,1.6,7.8,7,10.3,7.6,6.1,,,,,,,,,,
December,,,,7.9,8.8,8,5,8.7,7.7,9.8,6.8,9.8,16.5,6.5,9.6,5.7,6.4,4,7.2,10.4,5.5,10.5,5,4.8,9.1,3.6,4,1.7,6.4,13.6,5.5,,,,,,,,,,
Total,,,,,68,63.75,66.2,71.2,68.3,60.7,63.3,73.3,76.5,62.3,53.7,50.9,69.1,56.4,65.5,49,68.5,67.1,54.9,67.2,55.2,52.2,63.5,66.6,77.5,56.9,56.4,,,,,,,,,,
