"LETHEN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5685,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,0.86,1.74,
February,,,,,,,,,,0.49,1.05,
March,,,,,,,,,,0.29,1.09,
April,,,,,,,,,,2.48,1.45,
May,,,,,,,,,,2.66,1.27,
June,,,,,,,,,,2.13,1.31,
July,,,,,,,,,,2.69,4.87,
August,,,,,,,,,,3.34,4.95,
September,,,,,,,,,,1.69,3.73,
October,,,,,,,,,,3.75,4.26,
November,,,,,,,,,,1.75,4.49,
December,,,,,,,,,,2.01,1.39,
Total,,,,,,,,,,24.14,31.60,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.14,31.60,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
