"BURBAGE (UPPER BURBAGE)",,,,,,,,,,,,
Grid ref,SK264827,Long,-1.604965,Lat,53.340547,,,,,,,
Station no,3106/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.33,4.80,1.29,3.40,4.00,6.00,2.56,3.62,3.39,6.39,,
February,3.97,1.14,3.00,3.50,3.46,1.90,3.37,5.82,0.23,3.45,,
March,4.92,2.30,2.49,2.95,3.97,1.88,2.96,2.90,1.87,2.71,,
April,2.06,2.32,2.92,0.78,1.31,1.68,0.37,1.22,4.22,2.12,,
May,4.67,3.24,3.19,4.16,4.28,0.94,1.88,3.53,1.46,2.55,,
June,1.37,2.25,3.08,3.43,4.21,4.41,1.74,5.59,1.58,1.74,,
July,1.68,2.10,4.84,3.43,2.19,6.40,4.04,9.78,2.06,4.49,,
August,5.05,2.21,3.37,7.12,0.90,6.88,7.11,2.76,1.04,5.79,,
September,2.07,3.66,1.88,3.18,1.61,4.17,6.30,3.74,0.08,6.00,,
October,1.42,5.84,2.07,4.53,2.51,2.33,2.22,2.98,3.23,8.94,,
November,10.02,3.17,1.95,6.63,2.98,1.96,2.73,1.19,4.94,5.65,,
December,3.56,3.18,1.99,5.12,4.50,5.44,3.62,4.72,5.33,4.30,,
Total,44.12,36.21,32.07,48.23,35.92,43.99,38.90,47.85,29.43,54.13,,
Calc annual,44.12,36.21,32.07,48.23,35.92,43.99,38.90,47.85,29.43,54.13,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
