"NORMANTON (HAW HILL PARK)",,,,,,,,,,,,
Grid ref,SE389230,Long,-1.412248,Lat,53.701991,,,,,,,
Station no,3235,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.81,1.84,0.36,1.73,1.79,,,,,,,
February,2.40,0.40,1.80,2.07,2.71,,,,,,,
March,2.68,1.62,0.54,1.59,2.20,,,,,,,
April,0.88,1.00,1.78,0.23,0.61,,,,,,,
May,4.50,1.32,2.27,3.45,2.96,,,,,,,
June,0.63,1.60,1.79,1.23,1.73,,,,,,,
July,3.00,1.02,2.33,1.08,1.00,,,,,,,
August,5.01,1.46,2.14,4.74,1.20,,,,,,,
September,1.93,1.72,0.91,1.93,1.36,,,,,,,
October,0.95,3.40,1.37,3.08,1.73,,,,,,,
November,5.72,1.05,1.84,3.64,1.77,,,,,,,
December,1.85,1.57,1.06,2.47,2.96,,,,,,,
Total,31.36,18.00,18.19,27.24,22.02,,,,,,,
Calc annual,31.36,18.00,18.19,27.24,22.02,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
