TUNBRIDGE WELLS (SHERWOOD PARK),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,332,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.29,3.84,2.12,,,,,,,,,
February,2.59,0.73,2.45,,,,,,,,,
March,0.41,1.41,3.34,,,,,,,,,
April,3.92,2.67,0.77,,,,,,,,,
May,2.82,2.77,2.35,,,,,,,,,
June,1.19,1.32,1.15,,,,,,,,,
July,2.05,2.57,1.93,,,,,,,,,
August,3.95,,0.97,,,,,,,,,
September,2.04,,3.46,,,,,,,,,
October,0.60,,2.13,,,,,,,,,
November,4.62,,1.25,,,,,,,,,
December,0.76,,0.56,,,,,,,,,
Total,27.24,,22.48,,,,,,,,,
Calc annual,27.24,15.31,22.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
