DUCHRAY VALLEY (COMER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN385041,Long,-4.604924,Lat,56.202016,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,7.7,16.4,3.6,10.25,7.95,11.2,15.2,13.2,12,9.65,8.65,18.4,12.4,24.35,3.6,15.15,8.3,17.2,10.45,17.3,4.75,7.55,14.2,15.5,7.5,2.5,1.15,7.8,9.8,,4,13.3,13,13.4,10.3,8.9,10.4,7,5.9,9.43,4.5,4.7,13.1,10.7,3.6,4.7
February,,,,,,14.35,10.3,1.5,17.55,1.95,14.7,2.6,9.8,9.8,2.5,8.05,11.65,6.45,11.1,3.9,0.8,8.75,0.1,6.4,1.95,12.45,5.55,8.3,8.7,11.9,3.9,9.8,2.6,8.4,3.5,17,6.75,1,11.3,11,8.5,5.1,3.5,3.4,6.07,4.44,2.9,4.8,3.6,3.9,8.2
March,,,,,,5.6,2.1,4.45,3.9,6.7,9.8,17,4.1,5.7,1.25,3.9,8.3,7.4,12.35,2,6.6,2.1,4.55,6.1,4.9,3.8,7.45,3,9.5,7.55,8,3.1,5.6,4.1,1.5,7.55,4.5,5,9.6,4.5,7.3,4.5,8,2.9,6.1,2.06,4.5,8.8,2.7,6.4,3.95
April,,,,,,7.35,6.65,2.65,1.85,5,4,3.15,5.8,6.8,5.6,9.9,4.6,6.1,5.25,2,3,4.5,8.9,5.45,6.1,7.1,2.9,4.9,1.5,4.5,5.3,4.25,7.5,6.1,,3.3,1.75,15.1,6.55,10.5,6.8,6.6,5,4.6,4.4,4,2.8,3.25,3.1,6.7,10.15
May,,,,,,1.5,7.5,5.9,4.5,2.3,9.85,7.1,7.95,3.3,8.2,12.5,6,4.2,1.95,7.8,4.5,8.25,4.5,3.4,6.05,0.85,3.2,2.55,6.4,2.1,1.45,3.5,5.3,4.5,,5.9,2.05,6.3,3.75,4.5,2.45,2.2,3,5,5,4.2,5.3,3.8,5.5,1.2,5.4
June,,,,,,2,3.3,5.75,3.4,5.2,3,0.65,3.95,2.7,4.7,1.2,5.9,8.5,8.7,5.05,4.8,9.6,3.55,3.3,2.6,7.85,3.1,5,10.8,4.45,1.1,0.8,2.8,7.1,,6.5,6.9,6.7,7.5,2.1,2.6,5.7,6.6,1.9,4.3,3.2,4.8,2.75,3.5,3.9,3.65
July,,,,,,6.05,3.7,2.05,5.75,2.4,6.2,7.05,6.4,7.35,9.6,3.7,4.25,6.6,6.5,7.2,4.6,6.15,6.5,6.9,4.55,2.8,9.6,8.5,7.15,9.4,4.75,4,7,4.1,5,5.15,6.2,6.9,7.2,2,10.7,4.1,5,9.1,3.25,1.2,7.7,6.5,6.2,8.1,7.1
August,,,,,8.2,3.4,5.7,10.9,6.4,5.95,8.15,9.9,6.45,10.35,6.2,7,8.05,8.9,9.45,10,10.85,2.9,4.75,7.9,7.45,4,5.15,5.4,3.9,3.3,3.35,7.6,10,11.4,4.6,2.7,3.7,0,13.8,6.2,9.7,10.1,8,6,6.1,1.28,8.3,6.2,8.5,3.2,5.1
September,,,,,4.8,2.6,2.85,6.75,9.55,7.65,5.2,4.4,4.9,13.5,10.15,4.95,5.7,8.5,6.6,3.2,6.2,2.6,4.1,1.9,13.05,12,7.7,7.2,9.3,4.45,6.35,3.7,11.5,4.9,7.4,8.65,12,8.7,12.75,3.1,17.2,7.3,6.8,10,10.5,6.2,9.5,6.1,6.25,1.9,4.4
October,,,,,3.5,9.1,13.5,15.9,13.1,1.9,6.7,9.4,4.7,15,6.8,9.6,9.8,10.7,13.85,11.5,13,8,10.9,6.45,16,18.35,10.15,4.5,18,6.1,14.3,7.6,10.5,16.8,7.9,9.5,0.2,5.6,12.8,13.25,12,2.5,9.1,7,14.2,6,6.2,8.9,9.1,7.6,
