"THIRSK NEWBUILDING",,,,,,,,,,,,
Grid ref,SE453870,Long,-1.305815,Lat,54.276646,,,,,,,
Station no,RR4558,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,2.64,0.40,1.16,0.57,,
February,,,,,,,1.74,1.49,1.89,0.78,,
March,,,,,,,1.89,0.61,2.87,3.97,,
April,,,,,,,1.39,2.85,3.03,2.15,,
May,,,,,,,3.30,3.20,1.76,1.29,,
June,,,,,,,1.51,3.87,0.41,3.85,,
July,,,,,,,1.35,1.91,3.86,2.74,,
August,,,,,,,2.49,2.15,1.72,4.32,,
September,,,,,,,0.55,0.79,2.71,2.38,,
October,,,,,,,5.29,4.56,1.86,2.75,,
November,,,,,,,2.71,2.45,1.18,1.02,,
December,,,,,,,3.06,2.61,1.42,3.82,,
Total,,,,,,,27.92,26.89,23.87,29.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,27.92,26.89,23.87,29.64,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
