EDINBURGH (OLD DALBEITH RD),,,,,,,,,,,,
Grid ref,NT282707,Long,-3.150551,Lat,55.923996,,,,,,,
Station no,5137/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.67,2.53,0.34,2.45,1.64,1.59,3.53,,,,,
February,2.06,0.53,0.74,1.54,1.62,1.95,2.88,,,,,
March,2.62,1.19,0.40,1.25,1.71,1.09,1.81,,,,,
April,2.83,1.49,2.03,1.13,0.54,0.54,0.70,,,,,
May,3.28,1.85,1.61,5.16,2.15,0.72,,,,,,
June,1.89,2.77,1.27,2.37,0.74,2.93,,,,,,
July,3.55,2.49,4.26,1.72,1.90,5.00,,,,,,
August,5.62,4.35,1.88,5.15,0.98,7.19,,,,,,
September,1.02,2.06,2.30,2.90,0.93,3.96,,,,,,
October,0.49,1.37,1.48,5.86,1.49,1.88,,,,,,
November,4.39,2.11,3.26,2.88,0.77,0.66,,,,,,
December,2.26,2.65,3.54,2.81,4.40,2.45,,,,,,
Total,32.68,25.39,23.11,35.22,18.87,29.96,,,,,,
Calc annual,32.68,25.39,23.11,35.22,18.87,29.96,8.92,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
