"ASH PETTINGS HOUSE",,,,,,,,,,,,
Grid ref,TQ618629,Long,0.321653,Lat,51.342161,,,,,,,
Station no,RR4498,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.41,0.75,0.91,2.40,4.39,1.26,,,,,,
February,4.50,1.50,1.18,1.24,3.55,1.05,,,,,,
March,0.97,2.71,1.58,2.32,1.99,3.77,,,,,,
April,1.48,2.02,0.56,1.86,1.19,2.49,,,,,,
May,1.87,1.13,2.59,2.82,2.16,1.35,,,,,,
June,2.93,0.81,2.77,6.34,1.02,5.71,,,,,,
July,1.21,2.85,1.94,5.99,1.71,0.63,,,,,,
August,2.98,2.18,2.81,3.89,1.57,2.53,,,,,,
September,0.98,1.28,0.63,2.45,1.51,2.49,,,,,,
October,1.96,2.61,2.88,6.01,2.12,1.78,,,,,,
November,3.33,0.86,2.07,3.32,1.84,4.27,,,,,,
December,3.07,4.25,1.34,2.05,2.89,0.68,,,,,,
Total,28.69,22.95,21.26,40.69,25.94,28.01,,,,,,
Calc annual,28.69,22.95,21.26,40.69,25.94,28.01,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
