FOREST-OF-DEAN-WHITEMEAD-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO612076,Long,-2.563638,Lat,51.765726,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,5.34,0.66,5.53,1.95,0.96,0.37,3.45,0.99,5.55,6.43,1.16,3.23,1.92,1.69,4.84,4.4,5.32,3.15,4.5,1.92,,3.47,6.18,4.52,6.27,1.32,7.29,2.79,4.75,3.71,3.61,1.98,4.96,4.98,4.17,7.46,
February,,,,,5.53,1.25,2.59,1.23,1,0.36,4.98,1.42,3.46,1.74,3.87,6.15,4.77,1.1,1.97,3.3,0.8,0.23,4.23,8.26,,4.3,2.23,3.35,3.64,1.13,0.87,2.33,0.08,3.07,0.49,3.47,2.58,5.91,1.32,1.92,
March,,,,,1.98,5.3,1.54,0.94,3.06,3.32,1.13,2.28,7.24,5.51,4.72,0.84,4.22,3.04,1.97,4.72,4.33,2.54,3.59,2.54,,0.62,0.23,3.25,4.8,0.31,3.5,0.6,2.31,4.24,2.63,0.55,4.82,4.3,0.16,2.25,
April,,,,,1.88,3.28,0.97,3.84,2.37,2.55,2.61,0.99,0.19,4.62,1.92,1.23,1.18,1.85,2.21,1.58,5.84,0.55,3.2,2.66,3.37,1.68,2.84,1.38,1.47,1.05,3.02,3.56,5.14,1.59,2.65,6.42,2.5,2.34,0.12,2.77,
May,,,,,2.29,0.4,2.31,2.5,1.74,1.08,1.9,1.57,2.32,3.21,1.85,3.96,3.54,3.38,1.88,0.56,1.61,1.92,0.56,1.91,5.9,3.99,2.4,0.95,1.04,2.79,1.37,3.77,5.98,2.66,1.62,1.03,1.22,2.61,3.25,1.19,
June,,,,,1.27,3.65,3.07,2.92,1.55,1.9,4.14,1.85,5.88,0.78,2.77,0.45,1.73,2.8,0.83,1.29,3.96,0.2,0.71,0.52,3.1,0,2.27,3.25,2.5,1.93,0.93,3.7,2.71,1.83,1.25,5.07,2.78,1.12,1.23,2.01,
July,,,,,2.81,0.73,0.59,3.02,1.9,1.83,2.27,0.51,5.58,0.39,4.33,2.8,1.38,1.57,4.02,2.7,4.21,0.06,4.57,2.05,4.34,2.56,2.66,5.83,2.2,1.86,4.29,4.13,2.71,1.53,0.88,0.51,7.47,4.06,3.6,5.64,
August,,,,,1.74,5.42,1.51,2.18,5.07,2.33,6.92,1.95,9.08,0.99,1.86,2.11,4.8,7.52,1.73,2.57,1.05,2.27,2.92,2.27,4.92,3.55,2.93,5.89,3.03,2.03,3.46,5.78,1.56,0.68,2.89,1.41,0.46,0.97,3.43,2.38,
September,,,,,2.71,2.16,0.65,0.58,2.28,3.39,0.38,1.07,0.57,3.49,1.85,1.21,1.1,3.43,5.51,2.08,3.03,2.09,2.18,2.9,5.34,5,0.84,5.89,1.06,0.53,4.48,2.25,4.85,2.57,3.25,5.89,2.88,1.53,1.66,0.71,
October,,,,,0.64,2.04,6.51,7.29,2.71,5.68,5.05,2.74,4.84,3.42,2.53,4.68,6.82,4.29,1.42,2.26,3.06,1.89,1.41,4.26,5.25,4.08,2.99,3.52,7.93,5.79,3.81,0.61,5.36,4.58,2.61,5.09,1.65,3.09,4.79,2.91,
November,,,,,1.38,4.66,3.14,3.07,0.63,1.45,5.21,4.21,2.16,4.45,4.83,2.57,3,0.83,2.6,1.91,1.02,2.34,1.66,1.72,3,2.12,9.19,3.59,4.94,13.72,4.32,8.05,2.45,1.14,1.73,7.14,3.51,1.64,5.25,6.02,
December,,,,,2.65,0.78,1.48,6.28,3,4.66,6.36,9.99,4.8,1.16,7.37,8.2,2.8,0.79,3.07,5.63,4.05,1.72,5.66,2.4,7.07,3.66,0.67,3.64,3.36,9.05,5.11,1.99,1.47,1.02,9.97,4.39,5.37,2.79,4.49,1.73,
Total,,,,,30.22,30.33,29.89,35.8,26.27,28.92,44.4,29.57,51.67,36.19,39.06,37.43,37.26,32.29,32.05,33,38.28,18.96,35.19,33.41,,35.03,35.43,45.06,42.24,41.51,42.45,39.56,39.37,28.62,33.58,42.95,40.2,35.34,33.47,36.99,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Jan-Mar estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 Total corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
