CHIRK-CASTLE-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ269380,Long,-3.0890348,Lat,52.934402,Elevation,630,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.97,4.23,1.76,1.83,3.25,3.7,3.99,4.56,5.32,2.1,3.36,3.94,5.03,4.3,6.59,2.11,6.76,2.77,4.23,3.36,2.97,1.57,6.04,3.91,3.85,7.77,3.6,5.92,4.53,6.54,3.55,2.86,4.64,4.06,8.43,2.6,1.12,3.05,4.85,0.84,,,,,,,
February,,,,,4.73,6.69,3.18,0.95,2.77,3.35,2.79,0.27,5.06,8.04,0.74,5.94,2.61,2.52,3.28,0.93,1.09,2.9,0.11,3.22,0.2,3.49,2.84,6.13,1.08,2.07,3.41,4.68,1.55,1.89,1.13,2.93,3.84,,2.39,2.27,6.59,4.44,0.56,2.06,,,,,,,
March,,,,,3.71,1.03,3.61,3.38,1.09,5.33,5.72,2.1,2.85,1.88,1.32,1.16,0.23,3.76,3.17,0,3.6,0.76,2.25,2.45,2.76,0.65,3.26,3.47,0.33,3.04,2.68,3.33,3.09,0.95,0.8,1.06,1.57,,1.57,2.08,2.13,5.2,1.02,0.86,,,,,,,
April,,,,,1.36,1.33,1.64,2.01,1.82,2.66,6.32,1.07,3.17,3.52,3.03,2.13,1.8,2.52,1.44,1.07,3.86,3.95,4.91,1.15,3.12,2.88,1.84,2.92,0.13,2.15,3.39,1.17,3.13,1.42,0.98,1.63,0.54,4.68,2.28,3.79,3.48,2.41,2.34,3.31,,,,,,,
May,,,,,1.73,3.1,4.07,4.02,2.64,1.65,3.45,2.02,0.57,4.31,6.24,2.92,3.14,1.32,1.66,2.2,1.83,5.33,3.73,1.45,1.69,1.37,1.52,2.22,2.35,1.6,1.98,3.13,4.8,4.36,3.53,3.17,3.7,2.95,2,2.72,0.95,3.77,2.74,2.91,,,,,,,
June,,,,,2.07,1.53,1.66,2.82,1.01,1.07,2.9,0.21,1.07,0.76,2.22,0,1.97,4.46,3.73,2.33,1.6,3.39,0.92,1.21,1.28,3.68,3.34,1.51,2.73,2.03,1.11,0.83,0.19,1.8,1.4,2.97,3.32,2.02,4.51,0.43,0.76,1.7,1.59,1.75,,,,,,,
July,,,,,3.97,4.17,1.08,0.94,4.35,1.34,5.73,0.85,3.72,1.81,6.28,2.27,3.4,3.02,1.39,1.48,2.76,2.29,4.39,1.55,0.24,0.82,3.16,1.73,2.84,6.19,3.06,2.24,2.11,1.82,1.92,2.23,1.6,3.92,2.58,3.72,2.53,1.7,2.34,2.46,,,,,,,
August,,,,,2.21,3.86,1.49,6.91,2.3,2.78,1.76,3.34,2.85,3.41,2.88,2.53,2.69,4.82,3.61,2.23,3.59,6.22,1.79,0.55,3.31,1.18,0.5,2.28,4.1,1.67,0.13,3.22,4.18,2.06,1.85,2.33,,0.5,3.84,1.64,5.02,4.26,2.29,2.96,,,,,,,
September,,,,,1.54,0.37,2.52,0.92,7.87,2,2.26,0.69,2.35,2.85,3.76,2.96,1.93,4.05,1.86,2.05,5.56,4.2,2.46,0.85,2.08,5.17,3.47,1.37,1.24,0.92,1.48,0.52,2.06,3.86,3.4,1.77,3.14,1.93,2.05,1.32,5.62,1.99,2.74,3.57,,,,,,,
October,,,,,1.75,2.84,6.39,4.67,1.93,3.99,3.74,3.11,1.3,5.62,4.77,4.64,2.44,4,6.03,4.68,4.54,0.79,6.28,4.05,3.33,4.65,1.24,3.65,4.38,3.24,5.23,2.59,1.24,3.56,5.56,5.11,2.55,0.41,1.76,5.47,2.23,1.53,8.15,1.76,,,,,,,
November,,,,,5.29,4.09,4.28,3.04,2.28,1.86,1.45,3.29,1.79,2.83,2.52,3.19,7.31,4.97,6.34,8.79,4.34,7.71,2.66,1.37,1.76,5.78,3.52,2.31,5.57,5.73,8.51,3.91,0.9,3,5.75,0.35,7.47,2.25,2.18,4.61,3.87,8.73,2.53,3.05,,,,,,,
December,,,,,9.37,8.53,2.21,1.31,5.49,6.02,3.97,3.01,5.95,4.25,6.65,4.28,0.98,2.78,2.64,9.17,6.05,1.9,1.84,0.58,6.91,3.76,5.47,2.75,3.43,2.34,1.47,2.04,4.16,1.63,2.88,4.04,4.82,2.25,5.82,3.52,3.37,5.53,3.93,1.57,,,,,,,
Total,,,,,39.7,41.77,33.89,32.8,36.8,35.75,44.08,24.52,36,41.38,43.77,35.96,33.53,42.52,41.74,37.04,45.58,42.21,35.57,21.79,29.65,35,36.2,34.25,32.03,38.75,36.05,33.58,31.94,32.89,32.75,30.45,,,39.41,34.17,37.67,44.31,35.08,27.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from the 1950s record and ls in the gardens to Chirk Castle. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
