"THRELKELD, BLENCATHRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY302255,Long,-3.082469,Lat,54.6198,Elevation,885,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,4.86,5.47,3.28,4.75,5.79,5.46,7.06,9.02,2.7,7.77,5,7.83,12.04,6.65,6.06,5.82,6.08,8.92,7.48,13.78,1.63,9.6,7.21,11.63,7.73,10.23,4.27,6.18,8.51,8.46,9.45,2.96,1.6,5.76,8.25,,,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,5.41,8.73,6.16,3.05,4.3,8.52,8.76,7.24,1.88,7.58,0.85,6.87,0.59,5.5,8.98,2.12,8.75,7.17,2.34,6.55,0.67,0.49,4.69,0.15,7.48,0.68,10.09,3.33,7.04,2.98,8.62,1.73,6.55,3.11,5.03,,,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,4.61,3.93,2.63,6.91,7.65,6.49,3.27,2.28,3.21,2.27,5.5,8.15,11.05,3.63,2.28,1.17,4.23,2.51,5.82,4.59,0.62,2.95,1.23,4,3.78,2.95,1.56,3.37,3.62,4.99,6.04,6.13,3.3,3.3,1.75,,,,,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.4,5.18,4.39,1.2,6.99,2.86,4.22,6.93,3.74,1.85,5,5.63,1.45,3.67,4.6,2.95,6.58,4.25,5.96,1.87,1.88,2.61,3.99,5.04,2.89,5.44,5.5,1.47,3.19,1.11,3.77,2.76,3.01,3.24,4.43,,,,,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,2.06,3.24,3.56,2.38,2.71,3.73,1.55,4.62,2.82,1.91,1.29,6.53,3.56,2.34,6.12,4.99,6.23,4.1,3.04,2.17,3.3,2.63,3.88,4.19,3.93,5.43,1.37,1.42,2.77,3.99,1.08,1.7,5.22,4.54,5.84,,,,,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,3.84,2.87,6.8,6.68,4.42,2.76,1.33,4.91,2.53,2.83,3.63,2.54,1.04,5.59,2.25,3.14,0.33,5.18,5.36,6.79,2.98,3.38,7.86,2.37,3.17,3.63,5.63,4.23,3.41,9.55,5.1,1.41,1.08,1.78,4.75,,,,,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,9.54,6.36,1.21,4.22,1.11,4.87,5.08,6.46,1.95,4.21,1.87,6.52,4.33,7.4,4.38,9.11,1.93,4.87,4.95,6.07,5.35,5.65,9.69,7.7,4.93,3.39,3.16,7.41,4.49,7.77,7.94,9.12,2.14,7.11,4,,,,,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,4.74,9.1,3.69,7.45,2.95,3.96,3.69,4.6,10.63,7.16,5.9,2.99,7.25,4.97,15.57,5.76,5.21,6.78,7.15,9.89,6.01,10.41,6.27,1.73,4.11,8.05,2.93,1.91,3.97,5.91,4.38,5.43,10.41,7.91,8.75,,,,,,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,3.82,1.24,4.06,3.98,2.7,4.01,1.44,3.52,6.45,12.47,4.84,2.94,3.27,4.22,7.98,8.58,6.57,7.16,9.01,3.94,2.47,5.03,2.99,8.48,1.81,7.49,9.71,7.97,5.45,5.64,2.63,7.65,2.58,8.08,6.94,,,,,,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,10.78,3.65,5.64,6.18,5.08,2.44,0.72,13.32,12.71,8.99,3.2,2.68,5.34,2.35,10.6,5.26,9.1,4.74,7.49,10.01,7.89,11.99,5.18,10.1,6.17,10.73,12.31,8.33,3.81,17.24,3.6,6.27,6.05,8.53,8.48,,,,,,,
