PULBOROUGH-CODMORE-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ056201,Long,-0.497405,Lat,50.970647,Elevation,162,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.28,5.94,1.43,5.09,2.98,4.2,2.56,2.88,0.78,4.97,6.62,4.51,5.69,3.25,3.28,3,6.08,2.3,2.83,2.88,3.35,6.99,1.43,1.21,4.24,2.55,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,4.67,2.22,1.03,1.24,2.59,0.55,2.7,0.1,4.05,2.13,5.65,0.87,1.94,3.41,3.7,0.7,1.96,0.67,2.13,3.49,2.49,1.96,1.7,6.23,6.36,0.82,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.64,2.58,0.04,1.56,0.65,1.69,3.66,2.54,0.55,1.78,3.97,0.51,1.57,3.68,3.22,2.84,0.52,0.18,2,1.27,7.32,0.96,1.24,1.67,3.59,2.43,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.03,2.82,0.73,2.3,3.3,2.5,0.68,3.21,3.6,1.95,2.95,0.18,2,1.72,1.38,1.8,1.34,1.58,1.12,2.23,2.51,2.5,1.84,2.33,2.2,2.47,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.04,1.15,2.95,2.26,3.31,4.03,2.73,0.63,0.89,0.42,2.57,2.13,1.49,1.26,2.31,3.22,2.74,1.04,2.15,3.12,1.59,2.39,2.15,1.26,2.62,2.63,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.72,2.38,2.22,0.6,1.73,1.67,1.39,1.04,3.32,3.02,1.12,0.61,2.36,1.07,2.34,0.26,1.04,1.88,2.67,3.39,2.61,2.37,0.66,1.15,2.15,1.35,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,3.32,2.25,2.69,2.59,3.12,4.15,2.58,1.96,1.08,4.07,1.21,2.57,2.58,2.36,3.45,1.57,2.19,2.66,4.68,2.59,3.51,1.52,0.4,3.06,2.14,0.71,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,4.13,2.43,2.52,3.34,5.19,0.37,0.89,2.73,3.53,0.65,1.91,1.18,3.03,0.3,4.18,3.11,1.23,1.88,2.27,5.82,0.87,3.77,1.76,2.91,5.19,1.95,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,5.64,0.94,0.81,2.89,1.98,2.24,3.94,2.48,4.22,1.91,2.01,2.18,1.32,1.61,0.36,2.83,1.54,2.92,2.29,4.58,1.65,2.78,1.4,3.62,2.92,3,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.12,7.86,5.22,2.43,0.59,7.68,1.88,2.55,5.1,1.54,2.92,4.41,5.96,4.37,0.84,4.23,4.34,3.94,4.58,0.89,0.82,1.93,9.38,0.42,1.33,4.19,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
