"RETFORD GRAMMAR SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4399,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.41,1.70,2.96,1.59,,,,,,,,
February,2.14,0.23,2.51,4.41,,,,,,,,
March,2.19,1.05,1.63,1.36,,,,,,,,
April,4.61,1.25,2.69,1.50,,,,,,,,
May,2.05,1.50,0.67,3.84,,,,,,,,
June,2.47,0.46,0.90,1.32,,,,,,,,
July,4.90,0.60,3.43,3.60,,,,,,,,
August,0.68,3.61,6.54,2.42,,,,,,,,
September,1.55,0.67,2.51,2.22,,,,,,,,
October,1.76,2.11,0.76,1.21,,,,,,,,
November,1.22,1.62,0.81,2.12,,,,,,,,
December,2.38,1.54,3.33,2.66,,,,,,,,
Total,28.36,16.34,28.74,28.25,,,,,,,,
Calc annual,28.36,16.34,28.74,28.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
