"ST ANNES RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4446,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.92,2.67,4.79,1.67,3.53,5.68,4.52,3.40,5.48,2.83,5.02,
February,1.24,0.68,2.65,5.62,1.49,4.84,2.24,2.26,3.41,1.82,2.23,
March,2.39,1.33,3.53,2.14,2.22,0.39,1.08,3.45,3.33,0.07,1.80,
April,2.68,0.60,3.50,2.62,3.41,3.17,3.54,2.46,2.95,3.94,3.09,
May,1.22,0.97,0.81,4.45,2.16,3.87,2.49,0.83,2.71,2.64,2.18,
June,2.89,0.47,1.37,0.57,1.32,0.00,3.09,3.31,2.60,3.60,1.24,
July,3.38,0.60,2.98,0.90,1.95,2.96,1.52,2.96,0.63,2.03,1.20,
August,1.03,1.91,1.90,1.30,2.93,2.15,0.84,4.05,1.78,1.36,2.24,
September,5.85,0.92,1.55,2.30,4.31,2.05,0.40,6.30,1.61,2.44,3.02,
October,2.42,0.48,3.70,6.78,4.98,3.20,4.64,1.84,6.95,5.04,2.67,
November,1.31,2.41,2.48,4.04,1.84,3.63,9.01,4.26,4.56,8.22,8.35,
December,5.35,2.28,5.52,3.48,4.72,5.09,1.13,3.14,3.12,6.41,4.57,
Total,33.68,15.32,34.78,35.87,34.86,37.03,34.50,38.26,39.13,40.40,37.61,
Calc annual,33.68,15.32,34.78,35.87,34.86,37.03,34.50,38.26,39.13,40.40,37.61,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
